municipio,tipo de crimen,año,trimestre,num_trimestre,valor,tipo_dato,modelo,nivel_confianza
Mejorada del Campo,Robos con violencia e intimidación,2023,Q4,4,5.0,Real,Dato observado,Real
Mejorada del Campo,Robos con violencia e intimidación,2024,Q1,1,5.0,Real,Dato observado,Real
Mejorada del Campo,Robos con violencia e intimidación,2024,Q2,2,1.0,Real,Dato observado,Real
Mejorada del Campo,Robos con violencia e intimidación,2024,Q3,3,3.0,Real,Dato observado,Real
Mejorada del Campo,Robos con violencia e intimidación,2024,Q4,4,5.0,Real,Dato observado,Real
Mejorada del Campo,Robos con violencia e intimidación,2025,Q1,1,2.0,Real,Dato observado,Real
Mejorada del Campo,Robos con violencia e intimidación,2025,Q2,2,5.0,Real,Dato observado,Real
Mejorada del Campo,Robos con violencia e intimidación,2025,Q3,3,0.0,Real,Dato observado,Real
Mejorada del Campo,Robos con violencia e intimidación,2025,Q4,4,1.0,Real,Dato observado,Real
Mejorada del Campo,Secuestro,2023,Q1,1,1.0,Real,Dato observado,Real
Mejorada del Campo,Secuestro,2023,Q2,2,0.0,Real,Dato observado,Real
Mejorada del Campo,Secuestro,2023,Q3,3,0.0,Real,Dato observado,Real
Mejorada del Campo,Secuestro,2023,Q4,4,0.0,Real,Dato observado,Real
Mejorada del Campo,Secuestro,2024,Q1,1,0.0,Real,Dato observado,Real
Mejorada del Campo,Secuestro,2024,Q2,2,0.0,Real,Dato observado,Real
Mejorada del Campo,Secuestro,2024,Q3,3,0.0,Real,Dato observado,Real
Mejorada del Campo,Secuestro,2024,Q4,4,0.0,Real,Dato observado,Real
Mejorada del Campo,Secuestro,2025,Q1,1,0.0,Real,Dato observado,Real
Mejorada del Campo,Secuestro,2025,Q2,2,0.0,Real,Dato observado,Real
Mejorada del Campo,Secuestro,2025,Q3,3,0.0,Real,Dato observado,Real
Mejorada del Campo,Secuestro,2025,Q4,4,0.0,Real,Dato observado,Real
Mejorada del Campo,Sustracciones de vehículos,2023,Q1,1,9.0,Real,Dato observado,Real
Mejorada del Campo,Sustracciones de vehículos,2023,Q2,2,3.0,Real,Dato observado,Real
Mejorada del Campo,Sustracciones de vehículos,2023,Q3,3,10.0,Real,Dato observado,Real
Mejorada del Campo,Sustracciones de vehículos,2023,Q4,4,3.0,Real,Dato observado,Real
Mejorada del Campo,Sustracciones de vehículos,2024,Q1,1,9.0,Real,Dato observado,Real
Mejorada del Campo,Sustracciones de vehículos,2024,Q2,2,5.0,Real,Dato observado,Real
Mejorada del Campo,Sustracciones de vehículos,2024,Q3,3,4.0,Real,Dato observado,Real
Mejorada del Campo,Sustracciones de vehículos,2024,Q4,4,5.0,Real,Dato observado,Real
Mejorada del Campo,Sustracciones de vehículos,2025,Q1,1,8.0,Real,Dato observado,Real
Mejorada del Campo,Sustracciones de vehículos,2025,Q2,2,4.0,Real,Dato observado,Real
Mejorada del Campo,Sustracciones de vehículos,2025,Q3,3,4.0,Real,Dato observado,Real
Mejorada del Campo,Sustracciones de vehículos,2025,Q4,4,7.0,Real,Dato observado,Real
Mejorada del Campo,Tráfico de drogas,2023,Q1,1,2.0,Real,Dato observado,Real
Mejorada del Campo,Tráfico de drogas,2023,Q2,2,6.0,Real,Dato observado,Real
Mejorada del Campo,Tráfico de drogas,2023,Q3,3,2.0,Real,Dato observado,Real
Mejorada del Campo,Tráfico de drogas,2023,Q4,4,1.0,Real,Dato observado,Real
Mejorada del Campo,Tráfico de drogas,2024,Q1,1,3.0,Real,Dato observado,Real
Mejorada del Campo,Tráfico de drogas,2024,Q2,2,2.0,Real,Dato observado,Real
Mejorada del Campo,Tráfico de drogas,2024,Q3,3,1.0,Real,Dato observado,Real
Mejorada del Campo,Tráfico de drogas,2024,Q4,4,0.0,Real,Dato observado,Real
Mejorada del Campo,Tráfico de drogas,2025,Q1,1,3.0,Real,Dato observado,Real
Mejorada del Campo,Tráfico de drogas,2025,Q2,2,2.0,Real,Dato observado,Real
Mejorada del Campo,Tráfico de drogas,2025,Q3,3,0.0,Real,Dato observado,Real
Mejorada del Campo,Tráfico de drogas,2025,Q4,4,4.0,Real,Dato observado,Real
Móstoles,Agresión sexual con penetración,2023,Q1,1,1.0,Real,Dato observado,Real
Móstoles,Agresión sexual con penetración,2023,Q2,2,11.0,Real,Dato observado,Real
Móstoles,Agresión sexual con penetración,2023,Q3,3,2.0,Real,Dato observado,Real
Móstoles,Agresión sexual con penetración,2023,Q4,4,7.0,Real,Dato observado,Real
Móstoles,Agresión sexual con penetración,2024,Q1,1,0.0,Real,Dato observado,Real
Móstoles,Agresión sexual con penetración,2024,Q2,2,8.0,Real,Dato observado,Real
Móstoles,Agresión sexual con penetración,2024,Q3,3,8.0,Real,Dato observado,Real
Móstoles,Agresión sexual con penetración,2024,Q4,4,3.0,Real,Dato observado,Real
Móstoles,Agresión sexual con penetración,2025,Q1,1,15.0,Real,Dato observado,Real
Móstoles,Agresión sexual con penetración,2025,Q2,2,9.0,Real,Dato observado,Real
Móstoles,Agresión sexual con penetración,2025,Q3,3,5.0,Real,Dato observado,Real
Móstoles,Agresión sexual con penetración,2025,Q4,4,8.0,Real,Dato observado,Real
Móstoles,Delitos contra la libertad sexual,2023,Q1,1,7.0,Real,Dato observado,Real
Móstoles,Delitos contra la libertad sexual,2023,Q2,2,19.0,Real,Dato observado,Real
Móstoles,Delitos contra la libertad sexual,2023,Q3,3,7.0,Real,Dato observado,Real
Móstoles,Delitos contra la libertad sexual,2023,Q4,4,21.0,Real,Dato observado,Real
Móstoles,Delitos contra la libertad sexual,2024,Q1,1,6.0,Real,Dato observado,Real
Móstoles,Delitos contra la libertad sexual,2024,Q2,2,16.0,Real,Dato observado,Real
Móstoles,Delitos contra la libertad sexual,2024,Q3,3,22.0,Real,Dato observado,Real
Móstoles,Delitos contra la libertad sexual,2024,Q4,4,13.0,Real,Dato observado,Real
Móstoles,Delitos contra la libertad sexual,2025,Q1,1,23.0,Real,Dato observado,Real
Móstoles,Delitos contra la libertad sexual,2025,Q2,2,11.0,Real,Dato observado,Real
Móstoles,Delitos contra la libertad sexual,2025,Q3,3,18.0,Real,Dato observado,Real
Móstoles,Delitos contra la libertad sexual,2025,Q4,4,19.0,Real,Dato observado,Real
Móstoles,Delitos graves y menos graves de lesiones y riña tumultuaria,2023,Q1,1,9.0,Real,Dato observado,Real
Móstoles,Delitos graves y menos graves de lesiones y riña tumultuaria,2023,Q2,2,16.0,Real,Dato observado,Real
Móstoles,Delitos graves y menos graves de lesiones y riña tumultuaria,2023,Q3,3,20.0,Real,Dato observado,Real
Móstoles,Delitos graves y menos graves de lesiones y riña tumultuaria,2023,Q4,4,10.0,Real,Dato observado,Real
Móstoles,Delitos graves y menos graves de lesiones y riña tumultuaria,2024,Q1,1,14.0,Real,Dato observado,Real
Móstoles,Delitos graves y menos graves de lesiones y riña tumultuaria,2024,Q2,2,25.0,Real,Dato observado,Real
Móstoles,Delitos graves y menos graves de lesiones y riña tumultuaria,2024,Q3,3,20.0,Real,Dato observado,Real
Móstoles,Delitos graves y menos graves de lesiones y riña tumultuaria,2024,Q4,4,15.0,Real,Dato observado,Real
Móstoles,Delitos graves y menos graves de lesiones y riña tumultuaria,2025,Q1,1,17.0,Real,Dato observado,Real
Móstoles,Delitos graves y menos graves de lesiones y riña tumultuaria,2025,Q2,2,15.0,Real,Dato observado,Real
Móstoles,Delitos graves y menos graves de lesiones y riña tumultuaria,2025,Q3,3,19.0,Real,Dato observado,Real
Móstoles,Delitos graves y menos graves de lesiones y riña tumultuaria,2025,Q4,4,11.0,Real,Dato observado,Real
Móstoles,Estafas informáticas,2023,Q1,1,488.0,Real,Dato observado,Real
Móstoles,Estafas informáticas,2023,Q2,2,526.0,Real,Dato observado,Real
Móstoles,Estafas informáticas,2023,Q3,3,577.0,Real,Dato observado,Real
Móstoles,Estafas informáticas,2023,Q4,4,481.0,Real,Dato observado,Real
Móstoles,Estafas informáticas,2024,Q1,1,421.0,Real,Dato observado,Real
Móstoles,Estafas informáticas,2024,Q2,2,405.0,Real,Dato observado,Real
Móstoles,Estafas informáticas,2024,Q3,3,443.0,Real,Dato observado,Real
Móstoles,Estafas informáticas,2024,Q4,4,495.0,Real,Dato observado,Real
Móstoles,Estafas informáticas,2025,Q1,1,543.0,Real,Dato observado,Real
Móstoles,Estafas informáticas,2025,Q2,2,447.0,Real,Dato observado,Real
Móstoles,Estafas informáticas,2025,Q3,3,517.0,Real,Dato observado,Real
Móstoles,Estafas informáticas,2025,Q4,4,327.0,Real,Dato observado,Real
Móstoles,Homicidios dolosos y asesinatos consumados,2023,Q1,1,0.0,Real,Dato observado,Real
Móstoles,Homicidios dolosos y asesinatos consumados,2023,Q2,2,2.0,Real,Dato observado,Real
Móstoles,Homicidios dolosos y asesinatos consumados,2023,Q3,3,0.0,Real,Dato observado,Real
Móstoles,Homicidios dolosos y asesinatos consumados,2023,Q4,4,0.0,Real,Dato observado,Real
Móstoles,Homicidios dolosos y asesinatos consumados,2024,Q1,1,0.0,Real,Dato observado,Real
Móstoles,Homicidios dolosos y asesinatos consumados,2024,Q2,2,0.0,Real,Dato observado,Real
Móstoles,Homicidios dolosos y asesinatos consumados,2024,Q3,3,0.0,Real,Dato observado,Real
Móstoles,Homicidios dolosos y asesinatos consumados,2024,Q4,4,0.0,Real,Dato observado,Real
Móstoles,Homicidios dolosos y asesinatos consumados,2025,Q1,1,0.0,Real,Dato observado,Real
Móstoles,Homicidios dolosos y asesinatos consumados,2025,Q2,2,0.0,Real,Dato observado,Real
Móstoles,Homicidios dolosos y asesinatos consumados,2025,Q3,3,0.0,Real,Dato observado,Real
Móstoles,Homicidios dolosos y asesinatos consumados,2025,Q4,4,0.0,Real,Dato observado,Real
Móstoles,Homicidios dolosos y asesinatos en grado tentativa,2023,Q1,1,1.0,Real,Dato observado,Real
Móstoles,Homicidios dolosos y asesinatos en grado tentativa,2023,Q2,2,3.0,Real,Dato observado,Real
Móstoles,Homicidios dolosos y asesinatos en grado tentativa,2023,Q3,3,0.0,Real,Dato observado,Real
Móstoles,Homicidios dolosos y asesinatos en grado tentativa,2023,Q4,4,1.0,Real,Dato observado,Real
Móstoles,Homicidios dolosos y asesinatos en grado tentativa,2024,Q1,1,3.0,Real,Dato observado,Real
Móstoles,Homicidios dolosos y asesinatos en grado tentativa,2024,Q2,2,0.0,Real,Dato observado,Real
Móstoles,Homicidios dolosos y asesinatos en grado tentativa,2024,Q3,3,1.0,Real,Dato observado,Real
Móstoles,Homicidios dolosos y asesinatos en grado tentativa,2024,Q4,4,1.0,Real,Dato observado,Real
Móstoles,Homicidios dolosos y asesinatos en grado tentativa,2025,Q1,1,0.0,Real,Dato observado,Real
Móstoles,Homicidios dolosos y asesinatos en grado tentativa,2025,Q2,2,0.0,Real,Dato observado,Real
Móstoles,Homicidios dolosos y asesinatos en grado tentativa,2025,Q3,3,0.0,Real,Dato observado,Real
Móstoles,Homicidios dolosos y asesinatos en grado tentativa,2025,Q4,4,0.0,Real,Dato observado,Real
Móstoles,Hurtos,2023,Q1,1,466.0,Real,Dato observado,Real
Móstoles,Hurtos,2023,Q2,2,409.0,Real,Dato observado,Real
Móstoles,Hurtos,2023,Q3,3,497.0,Real,Dato observado,Real
Móstoles,Hurtos,2023,Q4,4,407.0,Real,Dato observado,Real
Móstoles,Hurtos,2024,Q1,1,396.0,Real,Dato observado,Real
Móstoles,Hurtos,2024,Q2,2,461.0,Real,Dato observado,Real
Móstoles,Hurtos,2024,Q3,3,465.0,Real,Dato observado,Real
Móstoles,Hurtos,2024,Q4,4,410.0,Real,Dato observado,Real
Móstoles,Hurtos,2025,Q1,1,421.0,Real,Dato observado,Real
Móstoles,Hurtos,2025,Q2,2,444.0,Real,Dato observado,Real
Móstoles,Hurtos,2025,Q3,3,410.0,Real,Dato observado,Real
Móstoles,Hurtos,2025,Q4,4,453.0,Real,Dato observado,Real
Móstoles,Otros ciberdelitos,2023,Q1,1,49.0,Real,Dato observado,Real
Móstoles,Otros ciberdelitos,2023,Q2,2,43.0,Real,Dato observado,Real
Móstoles,Otros ciberdelitos,2023,Q3,3,57.0,Real,Dato observado,Real
Móstoles,Otros ciberdelitos,2023,Q4,4,21.0,Real,Dato observado,Real
Móstoles,Otros ciberdelitos,2024,Q1,1,49.0,Real,Dato observado,Real
Móstoles,Otros ciberdelitos,2024,Q2,2,57.0,Real,Dato observado,Real
Móstoles,Otros ciberdelitos,2024,Q3,3,47.0,Real,Dato observado,Real
Móstoles,Otros ciberdelitos,2024,Q4,4,69.0,Real,Dato observado,Real
Móstoles,Otros ciberdelitos,2025,Q1,1,98.0,Real,Dato observado,Real
Móstoles,Otros ciberdelitos,2025,Q2,2,108.0,Real,Dato observado,Real
Móstoles,Otros ciberdelitos,2025,Q3,3,68.0,Real,Dato observado,Real
Móstoles,Otros ciberdelitos,2025,Q4,4,60.0,Real,Dato observado,Real
Móstoles,Resto de criminalidad convencional,2023,Q1,1,953.0,Real,Dato observado,Real
Móstoles,Resto de criminalidad convencional,2023,Q2,2,996.0,Real,Dato observado,Real
Móstoles,Resto de criminalidad convencional,2023,Q3,3,921.0,Real,Dato observado,Real
Móstoles,Resto de criminalidad convencional,2023,Q4,4,866.0,Real,Dato observado,Real
Móstoles,Resto de criminalidad convencional,2024,Q1,1,899.0,Real,Dato observado,Real
Móstoles,Resto de criminalidad convencional,2024,Q2,2,1092.0,Real,Dato observado,Real
Móstoles,Resto de criminalidad convencional,2024,Q3,3,946.0,Real,Dato observado,Real
Móstoles,Resto de criminalidad convencional,2024,Q4,4,1048.0,Real,Dato observado,Real
Móstoles,Resto de criminalidad convencional,2025,Q1,1,895.0,Real,Dato observado,Real
Móstoles,Resto de criminalidad convencional,2025,Q2,2,873.0,Real,Dato observado,Real
Móstoles,Resto de criminalidad convencional,2025,Q3,3,864.0,Real,Dato observado,Real
Móstoles,Resto de criminalidad convencional,2025,Q4,4,827.0,Real,Dato observado,Real
Móstoles,Resto de delitos contra la libertad sexual,2023,Q1,1,6.0,Real,Dato observado,Real
Móstoles,Resto de delitos contra la libertad sexual,2023,Q2,2,8.0,Real,Dato observado,Real
Móstoles,Resto de delitos contra la libertad sexual,2023,Q3,3,5.0,Real,Dato observado,Real
Móstoles,Resto de delitos contra la libertad sexual,2023,Q4,4,14.0,Real,Dato observado,Real
Móstoles,Resto de delitos contra la libertad sexual,2024,Q1,1,6.0,Real,Dato observado,Real
Móstoles,Resto de delitos contra la libertad sexual,2024,Q2,2,8.0,Real,Dato observado,Real
Móstoles,Resto de delitos contra la libertad sexual,2024,Q3,3,14.0,Real,Dato observado,Real
Móstoles,Resto de delitos contra la libertad sexual,2024,Q4,4,10.0,Real,Dato observado,Real
Móstoles,Resto de delitos contra la libertad sexual,2025,Q1,1,8.0,Real,Dato observado,Real
Móstoles,Resto de delitos contra la libertad sexual,2025,Q2,2,2.0,Real,Dato observado,Real
Móstoles,Resto de delitos contra la libertad sexual,2025,Q3,3,13.0,Real,Dato observado,Real
Móstoles,Resto de delitos contra la libertad sexual,2025,Q4,4,11.0,Real,Dato observado,Real
Móstoles,Robos con fuerza en domicilios,2023,Q1,1,39.0,Real,Dato observado,Real
Móstoles,Robos con fuerza en domicilios,2023,Q2,2,63.0,Real,Dato observado,Real
Móstoles,Robos con fuerza en domicilios,2023,Q3,3,79.0,Real,Dato observado,Real
Móstoles,Robos con fuerza en domicilios,2023,Q4,4,38.0,Real,Dato observado,Real
Móstoles,Robos con fuerza en domicilios,2024,Q1,1,56.0,Real,Dato observado,Real
Móstoles,Robos con fuerza en domicilios,2024,Q2,2,50.0,Real,Dato observado,Real
Móstoles,Robos con fuerza en domicilios,2024,Q3,3,107.0,Real,Dato observado,Real
Móstoles,Robos con fuerza en domicilios,2024,Q4,4,35.0,Real,Dato observado,Real
Móstoles,Robos con fuerza en domicilios,2025,Q1,1,36.0,Real,Dato observado,Real
Móstoles,Robos con fuerza en domicilios,2025,Q2,2,26.0,Real,Dato observado,Real
Móstoles,Robos con fuerza en domicilios,2025,Q3,3,65.0,Real,Dato observado,Real
Móstoles,Robos con fuerza en domicilios,2025,Q4,4,64.0,Real,Dato observado,Real
Móstoles,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2023,Q1,1,61.0,Real,Dato observado,Real
Móstoles,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2023,Q2,2,95.0,Real,Dato observado,Real
Móstoles,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2023,Q3,3,108.0,Real,Dato observado,Real
Móstoles,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2023,Q4,4,65.0,Real,Dato observado,Real
Móstoles,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2024,Q1,1,79.0,Real,Dato observado,Real
Móstoles,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2024,Q2,2,80.0,Real,Dato observado,Real
Móstoles,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2024,Q3,3,125.0,Real,Dato observado,Real
Móstoles,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2024,Q4,4,52.0,Real,Dato observado,Real
Móstoles,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2025,Q1,1,54.0,Real,Dato observado,Real
Móstoles,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2025,Q2,2,37.0,Real,Dato observado,Real
Móstoles,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2025,Q3,3,82.0,Real,Dato observado,Real
Móstoles,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2025,Q4,4,98.0,Real,Dato observado,Real
Móstoles,Robos con violencia e intimidación,2023,Q1,1,50.0,Real,Dato observado,Real
Móstoles,Robos con violencia e intimidación,2023,Q2,2,59.0,Real,Dato observado,Real
Móstoles,Robos con violencia e intimidación,2023,Q3,3,45.0,Real,Dato observado,Real
Móstoles,Robos con violencia e intimidación,2023,Q4,4,63.0,Real,Dato observado,Real
Móstoles,Robos con violencia e intimidación,2024,Q1,1,46.0,Real,Dato observado,Real
Móstoles,Robos con violencia e intimidación,2024,Q2,2,38.0,Real,Dato observado,Real
Móstoles,Robos con violencia e intimidación,2024,Q3,3,62.0,Real,Dato observado,Real
Móstoles,Robos con violencia e intimidación,2024,Q4,4,55.0,Real,Dato observado,Real
Móstoles,Robos con violencia e intimidación,2025,Q1,1,29.0,Real,Dato observado,Real
Móstoles,Robos con violencia e intimidación,2025,Q2,2,35.0,Real,Dato observado,Real
Móstoles,Robos con violencia e intimidación,2025,Q3,3,47.0,Real,Dato observado,Real
Móstoles,Robos con violencia e intimidación,2025,Q4,4,27.0,Real,Dato observado,Real
Móstoles,Secuestro,2023,Q1,1,0.0,Real,Dato observado,Real
Móstoles,Secuestro,2023,Q2,2,0.0,Real,Dato observado,Real
Móstoles,Secuestro,2023,Q3,3,0.0,Real,Dato observado,Real
Móstoles,Secuestro,2023,Q4,4,0.0,Real,Dato observado,Real
Móstoles,Secuestro,2024,Q1,1,0.0,Real,Dato observado,Real
Móstoles,Secuestro,2024,Q2,2,0.0,Real,Dato observado,Real
Móstoles,Secuestro,2024,Q3,3,0.0,Real,Dato observado,Real
Móstoles,Secuestro,2024,Q4,4,0.0,Real,Dato observado,Real
Móstoles,Secuestro,2025,Q1,1,0.0,Real,Dato observado,Real
Móstoles,Secuestro,2025,Q2,2,0.0,Real,Dato observado,Real
Móstoles,Secuestro,2025,Q3,3,0.0,Real,Dato observado,Real
Móstoles,Secuestro,2025,Q4,4,0.0,Real,Dato observado,Real
Móstoles,Sustracciones de vehículos,2023,Q1,1,51.0,Real,Dato observado,Real
Móstoles,Sustracciones de vehículos,2023,Q2,2,69.0,Real,Dato observado,Real
Móstoles,Sustracciones de vehículos,2023,Q3,3,41.0,Real,Dato observado,Real
Móstoles,Sustracciones de vehículos,2023,Q4,4,46.0,Real,Dato observado,Real
Móstoles,Sustracciones de vehículos,2024,Q1,1,41.0,Real,Dato observado,Real
Móstoles,Sustracciones de vehículos,2024,Q2,2,40.0,Real,Dato observado,Real
Móstoles,Sustracciones de vehículos,2024,Q3,3,41.0,Real,Dato observado,Real
Móstoles,Sustracciones de vehículos,2024,Q4,4,44.0,Real,Dato observado,Real
Móstoles,Sustracciones de vehículos,2025,Q1,1,42.0,Real,Dato observado,Real
Móstoles,Sustracciones de vehículos,2025,Q2,2,41.0,Real,Dato observado,Real
Móstoles,Sustracciones de vehículos,2025,Q3,3,27.0,Real,Dato observado,Real
Móstoles,Sustracciones de vehículos,2025,Q4,4,61.0,Real,Dato observado,Real
Móstoles,Tráfico de drogas,2023,Q1,1,22.0,Real,Dato observado,Real
Móstoles,Tráfico de drogas,2023,Q2,2,7.0,Real,Dato observado,Real
Móstoles,Tráfico de drogas,2023,Q3,3,12.0,Real,Dato observado,Real
Móstoles,Tráfico de drogas,2023,Q4,4,16.0,Real,Dato observado,Real
Móstoles,Tráfico de drogas,2024,Q1,1,10.0,Real,Dato observado,Real
Móstoles,Tráfico de drogas,2024,Q2,2,21.0,Real,Dato observado,Real
Móstoles,Tráfico de drogas,2024,Q3,3,17.0,Real,Dato observado,Real
Móstoles,Tráfico de drogas,2024,Q4,4,18.0,Real,Dato observado,Real
Móstoles,Tráfico de drogas,2025,Q1,1,14.0,Real,Dato observado,Real
Móstoles,Tráfico de drogas,2025,Q2,2,20.0,Real,Dato observado,Real
Móstoles,Tráfico de drogas,2025,Q3,3,23.0,Real,Dato observado,Real
Móstoles,Tráfico de drogas,2025,Q4,4,26.0,Real,Dato observado,Real
Navalcarnero,Agresión sexual con penetración,2023,Q1,1,0.0,Real,Dato observado,Real
Navalcarnero,Agresión sexual con penetración,2023,Q2,2,0.0,Real,Dato observado,Real
Navalcarnero,Agresión sexual con penetración,2023,Q3,3,1.0,Real,Dato observado,Real
Navalcarnero,Agresión sexual con penetración,2023,Q4,4,0.0,Real,Dato observado,Real
Navalcarnero,Agresión sexual con penetración,2024,Q1,1,0.0,Real,Dato observado,Real
Navalcarnero,Agresión sexual con penetración,2024,Q2,2,0.0,Real,Dato observado,Real
Navalcarnero,Agresión sexual con penetración,2024,Q3,3,0.0,Real,Dato observado,Real
Navalcarnero,Agresión sexual con penetración,2024,Q4,4,0.0,Real,Dato observado,Real
Navalcarnero,Agresión sexual con penetración,2025,Q1,1,0.0,Real,Dato observado,Real
Navalcarnero,Agresión sexual con penetración,2025,Q2,2,1.0,Real,Dato observado,Real
Navalcarnero,Agresión sexual con penetración,2025,Q3,3,0.0,Real,Dato observado,Real
Navalcarnero,Agresión sexual con penetración,2025,Q4,4,0.0,Real,Dato observado,Real
Navalcarnero,Delitos contra la libertad sexual,2023,Q1,1,1.0,Real,Dato observado,Real
Navalcarnero,Delitos contra la libertad sexual,2023,Q2,2,7.0,Real,Dato observado,Real
Navalcarnero,Delitos contra la libertad sexual,2023,Q3,3,6.0,Real,Dato observado,Real
Navalcarnero,Delitos contra la libertad sexual,2023,Q4,4,3.0,Real,Dato observado,Real
Navalcarnero,Delitos contra la libertad sexual,2024,Q1,1,1.0,Real,Dato observado,Real
Navalcarnero,Delitos contra la libertad sexual,2024,Q2,2,2.0,Real,Dato observado,Real
Navalcarnero,Delitos contra la libertad sexual,2024,Q3,3,4.0,Real,Dato observado,Real
Navalcarnero,Delitos contra la libertad sexual,2024,Q4,4,4.0,Real,Dato observado,Real
Navalcarnero,Delitos contra la libertad sexual,2025,Q1,1,2.0,Real,Dato observado,Real
Navalcarnero,Delitos contra la libertad sexual,2025,Q2,2,3.0,Real,Dato observado,Real
Navalcarnero,Delitos contra la libertad sexual,2025,Q3,3,6.0,Real,Dato observado,Real
Navalcarnero,Delitos contra la libertad sexual,2025,Q4,4,4.0,Real,Dato observado,Real
Navalcarnero,Delitos graves y menos graves de lesiones y riña tumultuaria,2023,Q1,1,2.0,Real,Dato observado,Real
Navalcarnero,Delitos graves y menos graves de lesiones y riña tumultuaria,2023,Q2,2,5.0,Real,Dato observado,Real
Navalcarnero,Delitos graves y menos graves de lesiones y riña tumultuaria,2023,Q3,3,5.0,Real,Dato observado,Real
Navalcarnero,Delitos graves y menos graves de lesiones y riña tumultuaria,2023,Q4,4,1.0,Real,Dato observado,Real
Navalcarnero,Delitos graves y menos graves de lesiones y riña tumultuaria,2024,Q1,1,1.0,Real,Dato observado,Real
Navalcarnero,Delitos graves y menos graves de lesiones y riña tumultuaria,2024,Q2,2,3.0,Real,Dato observado,Real
Navalcarnero,Delitos graves y menos graves de lesiones y riña tumultuaria,2024,Q3,3,1.0,Real,Dato observado,Real
Navalcarnero,Delitos graves y menos graves de lesiones y riña tumultuaria,2024,Q4,4,0.0,Real,Dato observado,Real
Navalcarnero,Delitos graves y menos graves de lesiones y riña tumultuaria,2025,Q1,1,0.0,Real,Dato observado,Real
Navalcarnero,Delitos graves y menos graves de lesiones y riña tumultuaria,2025,Q2,2,3.0,Real,Dato observado,Real
Navalcarnero,Delitos graves y menos graves de lesiones y riña tumultuaria,2025,Q3,3,4.0,Real,Dato observado,Real
Navalcarnero,Delitos graves y menos graves de lesiones y riña tumultuaria,2025,Q4,4,3.0,Real,Dato observado,Real
Navalcarnero,Estafas informáticas,2023,Q1,1,93.0,Real,Dato observado,Real
Navalcarnero,Estafas informáticas,2023,Q2,2,91.0,Real,Dato observado,Real
Navalcarnero,Estafas informáticas,2023,Q3,3,107.0,Real,Dato observado,Real
Navalcarnero,Estafas informáticas,2023,Q4,4,126.0,Real,Dato observado,Real
Navalcarnero,Estafas informáticas,2024,Q1,1,96.0,Real,Dato observado,Real
Navalcarnero,Estafas informáticas,2024,Q2,2,74.0,Real,Dato observado,Real
Navalcarnero,Estafas informáticas,2024,Q3,3,71.0,Real,Dato observado,Real
Navalcarnero,Estafas informáticas,2024,Q4,4,89.0,Real,Dato observado,Real
Navalcarnero,Estafas informáticas,2025,Q1,1,84.0,Real,Dato observado,Real
Navalcarnero,Estafas informáticas,2025,Q2,2,90.0,Real,Dato observado,Real
Navalcarnero,Estafas informáticas,2025,Q3,3,100.0,Real,Dato observado,Real
Navalcarnero,Estafas informáticas,2025,Q4,4,94.0,Real,Dato observado,Real
Navalcarnero,Homicidios dolosos y asesinatos consumados,2023,Q1,1,0.0,Real,Dato observado,Real
Navalcarnero,Homicidios dolosos y asesinatos consumados,2023,Q2,2,0.0,Real,Dato observado,Real
Navalcarnero,Homicidios dolosos y asesinatos consumados,2023,Q3,3,0.0,Real,Dato observado,Real
Navalcarnero,Homicidios dolosos y asesinatos consumados,2023,Q4,4,0.0,Real,Dato observado,Real
Navalcarnero,Homicidios dolosos y asesinatos consumados,2024,Q1,1,0.0,Real,Dato observado,Real
Navalcarnero,Homicidios dolosos y asesinatos consumados,2024,Q2,2,0.0,Real,Dato observado,Real
Navalcarnero,Homicidios dolosos y asesinatos consumados,2024,Q3,3,1.0,Real,Dato observado,Real
Navalcarnero,Homicidios dolosos y asesinatos consumados,2024,Q4,4,0.0,Real,Dato observado,Real
Navalcarnero,Homicidios dolosos y asesinatos consumados,2025,Q1,1,0.0,Real,Dato observado,Real
Navalcarnero,Homicidios dolosos y asesinatos consumados,2025,Q2,2,0.0,Real,Dato observado,Real
Navalcarnero,Homicidios dolosos y asesinatos consumados,2025,Q3,3,0.0,Real,Dato observado,Real
Navalcarnero,Homicidios dolosos y asesinatos consumados,2025,Q4,4,0.0,Real,Dato observado,Real
Navalcarnero,Homicidios dolosos y asesinatos en grado tentativa,2023,Q1,1,0.0,Real,Dato observado,Real
Navalcarnero,Homicidios dolosos y asesinatos en grado tentativa,2023,Q2,2,1.0,Real,Dato observado,Real
Navalcarnero,Homicidios dolosos y asesinatos en grado tentativa,2023,Q3,3,0.0,Real,Dato observado,Real
