municipio,tipo de crimen,año,trimestre,num_trimestre,valor,tipo_dato,modelo,nivel_confianza
Algete,Resto de criminalidad convencional,2023,Q1,1,98.0,Real,Dato observado,Real
Algete,Resto de criminalidad convencional,2023,Q2,2,85.0,Real,Dato observado,Real
Algete,Resto de criminalidad convencional,2023,Q3,3,80.0,Real,Dato observado,Real
Algete,Resto de criminalidad convencional,2023,Q4,4,105.0,Real,Dato observado,Real
Algete,Resto de criminalidad convencional,2024,Q1,1,94.0,Real,Dato observado,Real
Algete,Resto de criminalidad convencional,2024,Q2,2,88.0,Real,Dato observado,Real
Algete,Resto de criminalidad convencional,2024,Q3,3,76.0,Real,Dato observado,Real
Algete,Resto de criminalidad convencional,2024,Q4,4,125.0,Real,Dato observado,Real
Algete,Resto de criminalidad convencional,2025,Q1,1,102.0,Real,Dato observado,Real
Algete,Resto de criminalidad convencional,2025,Q2,2,105.0,Real,Dato observado,Real
Algete,Resto de criminalidad convencional,2025,Q3,3,110.0,Real,Dato observado,Real
Algete,Resto de criminalidad convencional,2025,Q4,4,96.0,Real,Dato observado,Real
Algete,Resto de delitos contra la libertad sexual,2023,Q1,1,0.0,Real,Dato observado,Real
Algete,Resto de delitos contra la libertad sexual,2023,Q2,2,1.0,Real,Dato observado,Real
Algete,Resto de delitos contra la libertad sexual,2023,Q3,3,2.0,Real,Dato observado,Real
Algete,Resto de delitos contra la libertad sexual,2023,Q4,4,1.0,Real,Dato observado,Real
Algete,Resto de delitos contra la libertad sexual,2024,Q1,1,6.0,Real,Dato observado,Real
Algete,Resto de delitos contra la libertad sexual,2024,Q2,2,0.0,Real,Dato observado,Real
Algete,Resto de delitos contra la libertad sexual,2024,Q3,3,1.0,Real,Dato observado,Real
Algete,Resto de delitos contra la libertad sexual,2024,Q4,4,2.0,Real,Dato observado,Real
Algete,Resto de delitos contra la libertad sexual,2025,Q1,1,2.0,Real,Dato observado,Real
Algete,Resto de delitos contra la libertad sexual,2025,Q2,2,0.0,Real,Dato observado,Real
Algete,Resto de delitos contra la libertad sexual,2025,Q3,3,1.0,Real,Dato observado,Real
Algete,Resto de delitos contra la libertad sexual,2025,Q4,4,1.0,Real,Dato observado,Real
Algete,Robos con fuerza en domicilios,2023,Q1,1,14.0,Real,Dato observado,Real
Algete,Robos con fuerza en domicilios,2023,Q2,2,16.0,Real,Dato observado,Real
Algete,Robos con fuerza en domicilios,2023,Q3,3,24.0,Real,Dato observado,Real
Algete,Robos con fuerza en domicilios,2023,Q4,4,13.0,Real,Dato observado,Real
Algete,Robos con fuerza en domicilios,2024,Q1,1,7.0,Real,Dato observado,Real
Algete,Robos con fuerza en domicilios,2024,Q2,2,7.0,Real,Dato observado,Real
Algete,Robos con fuerza en domicilios,2024,Q3,3,3.0,Real,Dato observado,Real
Algete,Robos con fuerza en domicilios,2024,Q4,4,6.0,Real,Dato observado,Real
Algete,Robos con fuerza en domicilios,2025,Q1,1,6.0,Real,Dato observado,Real
Algete,Robos con fuerza en domicilios,2025,Q2,2,7.0,Real,Dato observado,Real
Algete,Robos con fuerza en domicilios,2025,Q3,3,8.0,Real,Dato observado,Real
Algete,Robos con fuerza en domicilios,2025,Q4,4,6.0,Real,Dato observado,Real
Algete,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2023,Q1,1,21.0,Real,Dato observado,Real
Algete,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2023,Q2,2,17.0,Real,Dato observado,Real
Algete,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2023,Q3,3,30.0,Real,Dato observado,Real
Algete,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2023,Q4,4,17.0,Real,Dato observado,Real
Algete,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2024,Q1,1,12.0,Real,Dato observado,Real
Algete,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2024,Q2,2,8.0,Real,Dato observado,Real
Algete,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2024,Q3,3,3.0,Real,Dato observado,Real
Algete,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2024,Q4,4,6.0,Real,Dato observado,Real
Algete,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2025,Q1,1,6.0,Real,Dato observado,Real
Algete,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2025,Q2,2,9.0,Real,Dato observado,Real
Algete,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2025,Q3,3,10.0,Real,Dato observado,Real
Algete,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2025,Q4,4,8.0,Real,Dato observado,Real
Algete,Robos con violencia e intimidación,2023,Q1,1,7.0,Real,Dato observado,Real
Algete,Robos con violencia e intimidación,2023,Q2,2,3.0,Real,Dato observado,Real
Algete,Robos con violencia e intimidación,2023,Q3,3,0.0,Real,Dato observado,Real
Algete,Robos con violencia e intimidación,2023,Q4,4,0.0,Real,Dato observado,Real
Algete,Robos con violencia e intimidación,2024,Q1,1,3.0,Real,Dato observado,Real
Algete,Robos con violencia e intimidación,2024,Q2,2,2.0,Real,Dato observado,Real
Algete,Robos con violencia e intimidación,2024,Q3,3,2.0,Real,Dato observado,Real
Algete,Robos con violencia e intimidación,2024,Q4,4,9.0,Real,Dato observado,Real
Algete,Robos con violencia e intimidación,2025,Q1,1,3.0,Real,Dato observado,Real
Algete,Robos con violencia e intimidación,2025,Q2,2,2.0,Real,Dato observado,Real
Algete,Robos con violencia e intimidación,2025,Q3,3,0.0,Real,Dato observado,Real
Algete,Robos con violencia e intimidación,2025,Q4,4,0.0,Real,Dato observado,Real
Algete,Secuestro,2023,Q1,1,0.0,Real,Dato observado,Real
Algete,Secuestro,2023,Q2,2,0.0,Real,Dato observado,Real
Algete,Secuestro,2023,Q3,3,0.0,Real,Dato observado,Real
Algete,Secuestro,2023,Q4,4,0.0,Real,Dato observado,Real
Algete,Secuestro,2024,Q1,1,0.0,Real,Dato observado,Real
Algete,Secuestro,2024,Q2,2,0.0,Real,Dato observado,Real
Algete,Secuestro,2024,Q3,3,0.0,Real,Dato observado,Real
Algete,Secuestro,2024,Q4,4,0.0,Real,Dato observado,Real
Algete,Secuestro,2025,Q1,1,0.0,Real,Dato observado,Real
Algete,Secuestro,2025,Q2,2,0.0,Real,Dato observado,Real
Algete,Secuestro,2025,Q3,3,0.0,Real,Dato observado,Real
Algete,Secuestro,2025,Q4,4,0.0,Real,Dato observado,Real
Algete,Sustracciones de vehículos,2023,Q1,1,2.0,Real,Dato observado,Real
Algete,Sustracciones de vehículos,2023,Q2,2,2.0,Real,Dato observado,Real
Algete,Sustracciones de vehículos,2023,Q3,3,2.0,Real,Dato observado,Real
Algete,Sustracciones de vehículos,2023,Q4,4,4.0,Real,Dato observado,Real
Algete,Sustracciones de vehículos,2024,Q1,1,6.0,Real,Dato observado,Real
Algete,Sustracciones de vehículos,2024,Q2,2,3.0,Real,Dato observado,Real
Algete,Sustracciones de vehículos,2024,Q3,3,4.0,Real,Dato observado,Real
Algete,Sustracciones de vehículos,2024,Q4,4,2.0,Real,Dato observado,Real
Algete,Sustracciones de vehículos,2025,Q1,1,8.0,Real,Dato observado,Real
Algete,Sustracciones de vehículos,2025,Q2,2,2.0,Real,Dato observado,Real
Algete,Sustracciones de vehículos,2025,Q3,3,3.0,Real,Dato observado,Real
Algete,Sustracciones de vehículos,2025,Q4,4,2.0,Real,Dato observado,Real
Algete,Tráfico de drogas,2023,Q1,1,0.0,Real,Dato observado,Real
Algete,Tráfico de drogas,2023,Q2,2,0.0,Real,Dato observado,Real
Algete,Tráfico de drogas,2023,Q3,3,1.0,Real,Dato observado,Real
Algete,Tráfico de drogas,2023,Q4,4,1.0,Real,Dato observado,Real
Algete,Tráfico de drogas,2024,Q1,1,0.0,Real,Dato observado,Real
Algete,Tráfico de drogas,2024,Q2,2,0.0,Real,Dato observado,Real
Algete,Tráfico de drogas,2024,Q3,3,0.0,Real,Dato observado,Real
Algete,Tráfico de drogas,2024,Q4,4,0.0,Real,Dato observado,Real
Algete,Tráfico de drogas,2025,Q1,1,0.0,Real,Dato observado,Real
Algete,Tráfico de drogas,2025,Q2,2,3.0,Real,Dato observado,Real
Algete,Tráfico de drogas,2025,Q3,3,0.0,Real,Dato observado,Real
Algete,Tráfico de drogas,2025,Q4,4,0.0,Real,Dato observado,Real
Aranjuez,Agresión sexual con penetración,2023,Q1,1,0.0,Real,Dato observado,Real
Aranjuez,Agresión sexual con penetración,2023,Q2,2,0.0,Real,Dato observado,Real
Aranjuez,Agresión sexual con penetración,2023,Q3,3,2.0,Real,Dato observado,Real
Aranjuez,Agresión sexual con penetración,2023,Q4,4,0.0,Real,Dato observado,Real
Aranjuez,Agresión sexual con penetración,2024,Q1,1,0.0,Real,Dato observado,Real
Aranjuez,Agresión sexual con penetración,2024,Q2,2,1.0,Real,Dato observado,Real
Aranjuez,Agresión sexual con penetración,2024,Q3,3,1.0,Real,Dato observado,Real
Aranjuez,Agresión sexual con penetración,2024,Q4,4,0.0,Real,Dato observado,Real
Aranjuez,Agresión sexual con penetración,2025,Q1,1,0.0,Real,Dato observado,Real
Aranjuez,Agresión sexual con penetración,2025,Q2,2,0.0,Real,Dato observado,Real
Aranjuez,Agresión sexual con penetración,2025,Q3,3,3.0,Real,Dato observado,Real
Aranjuez,Agresión sexual con penetración,2025,Q4,4,1.0,Real,Dato observado,Real
Aranjuez,Delitos contra la libertad sexual,2023,Q1,1,1.0,Real,Dato observado,Real
Aranjuez,Delitos contra la libertad sexual,2023,Q2,2,3.0,Real,Dato observado,Real
Aranjuez,Delitos contra la libertad sexual,2023,Q3,3,9.0,Real,Dato observado,Real
Aranjuez,Delitos contra la libertad sexual,2023,Q4,4,2.0,Real,Dato observado,Real
Aranjuez,Delitos contra la libertad sexual,2024,Q1,1,2.0,Real,Dato observado,Real
Aranjuez,Delitos contra la libertad sexual,2024,Q2,2,2.0,Real,Dato observado,Real
Aranjuez,Delitos contra la libertad sexual,2024,Q3,3,9.0,Real,Dato observado,Real
Aranjuez,Delitos contra la libertad sexual,2024,Q4,4,3.0,Real,Dato observado,Real
Aranjuez,Delitos contra la libertad sexual,2025,Q1,1,4.0,Real,Dato observado,Real
Aranjuez,Delitos contra la libertad sexual,2025,Q2,2,5.0,Real,Dato observado,Real
Aranjuez,Delitos contra la libertad sexual,2025,Q3,3,14.0,Real,Dato observado,Real
Aranjuez,Delitos contra la libertad sexual,2025,Q4,4,7.0,Real,Dato observado,Real
Aranjuez,Delitos graves y menos graves de lesiones y riña tumultuaria,2023,Q1,1,2.0,Real,Dato observado,Real
Aranjuez,Delitos graves y menos graves de lesiones y riña tumultuaria,2023,Q2,2,1.0,Real,Dato observado,Real
Aranjuez,Delitos graves y menos graves de lesiones y riña tumultuaria,2023,Q3,3,2.0,Real,Dato observado,Real
Aranjuez,Delitos graves y menos graves de lesiones y riña tumultuaria,2023,Q4,4,5.0,Real,Dato observado,Real
Aranjuez,Delitos graves y menos graves de lesiones y riña tumultuaria,2024,Q1,1,7.0,Real,Dato observado,Real
Aranjuez,Delitos graves y menos graves de lesiones y riña tumultuaria,2024,Q2,2,1.0,Real,Dato observado,Real
Aranjuez,Delitos graves y menos graves de lesiones y riña tumultuaria,2024,Q3,3,3.0,Real,Dato observado,Real
Aranjuez,Delitos graves y menos graves de lesiones y riña tumultuaria,2024,Q4,4,3.0,Real,Dato observado,Real
Aranjuez,Delitos graves y menos graves de lesiones y riña tumultuaria,2025,Q1,1,4.0,Real,Dato observado,Real
Aranjuez,Delitos graves y menos graves de lesiones y riña tumultuaria,2025,Q2,2,2.0,Real,Dato observado,Real
Aranjuez,Delitos graves y menos graves de lesiones y riña tumultuaria,2025,Q3,3,2.0,Real,Dato observado,Real
Aranjuez,Delitos graves y menos graves de lesiones y riña tumultuaria,2025,Q4,4,1.0,Real,Dato observado,Real
Aranjuez,Estafas informáticas,2023,Q1,1,124.0,Real,Dato observado,Real
Aranjuez,Estafas informáticas,2023,Q2,2,124.0,Real,Dato observado,Real
Aranjuez,Estafas informáticas,2023,Q3,3,159.0,Real,Dato observado,Real
Aranjuez,Estafas informáticas,2023,Q4,4,183.0,Real,Dato observado,Real
Aranjuez,Estafas informáticas,2024,Q1,1,111.0,Real,Dato observado,Real
Aranjuez,Estafas informáticas,2024,Q2,2,102.0,Real,Dato observado,Real
Aranjuez,Estafas informáticas,2024,Q3,3,133.0,Real,Dato observado,Real
Aranjuez,Estafas informáticas,2024,Q4,4,130.0,Real,Dato observado,Real
Aranjuez,Estafas informáticas,2025,Q1,1,152.0,Real,Dato observado,Real
Aranjuez,Estafas informáticas,2025,Q2,2,104.0,Real,Dato observado,Real
Aranjuez,Estafas informáticas,2025,Q3,3,94.0,Real,Dato observado,Real
Aranjuez,Estafas informáticas,2025,Q4,4,83.0,Real,Dato observado,Real
Aranjuez,Homicidios dolosos y asesinatos consumados,2023,Q1,1,1.0,Real,Dato observado,Real
Aranjuez,Homicidios dolosos y asesinatos consumados,2023,Q2,2,0.0,Real,Dato observado,Real
Aranjuez,Homicidios dolosos y asesinatos consumados,2023,Q3,3,0.0,Real,Dato observado,Real
Aranjuez,Homicidios dolosos y asesinatos consumados,2023,Q4,4,0.0,Real,Dato observado,Real
Aranjuez,Homicidios dolosos y asesinatos consumados,2024,Q1,1,0.0,Real,Dato observado,Real
Aranjuez,Homicidios dolosos y asesinatos consumados,2024,Q2,2,0.0,Real,Dato observado,Real
Aranjuez,Homicidios dolosos y asesinatos consumados,2024,Q3,3,0.0,Real,Dato observado,Real
Aranjuez,Homicidios dolosos y asesinatos consumados,2024,Q4,4,0.0,Real,Dato observado,Real
Aranjuez,Homicidios dolosos y asesinatos consumados,2025,Q1,1,0.0,Real,Dato observado,Real
Aranjuez,Homicidios dolosos y asesinatos consumados,2025,Q2,2,0.0,Real,Dato observado,Real
Aranjuez,Homicidios dolosos y asesinatos consumados,2025,Q3,3,0.0,Real,Dato observado,Real
Aranjuez,Homicidios dolosos y asesinatos consumados,2025,Q4,4,0.0,Real,Dato observado,Real
Aranjuez,Homicidios dolosos y asesinatos en grado tentativa,2023,Q1,1,1.0,Real,Dato observado,Real
Aranjuez,Homicidios dolosos y asesinatos en grado tentativa,2023,Q2,2,0.0,Real,Dato observado,Real
Aranjuez,Homicidios dolosos y asesinatos en grado tentativa,2023,Q3,3,0.0,Real,Dato observado,Real
Aranjuez,Homicidios dolosos y asesinatos en grado tentativa,2023,Q4,4,1.0,Real,Dato observado,Real
Aranjuez,Homicidios dolosos y asesinatos en grado tentativa,2024,Q1,1,2.0,Real,Dato observado,Real
Aranjuez,Homicidios dolosos y asesinatos en grado tentativa,2024,Q2,2,0.0,Real,Dato observado,Real
Aranjuez,Homicidios dolosos y asesinatos en grado tentativa,2024,Q3,3,0.0,Real,Dato observado,Real
Aranjuez,Homicidios dolosos y asesinatos en grado tentativa,2024,Q4,4,0.0,Real,Dato observado,Real
Aranjuez,Homicidios dolosos y asesinatos en grado tentativa,2025,Q1,1,1.0,Real,Dato observado,Real
Aranjuez,Homicidios dolosos y asesinatos en grado tentativa,2025,Q2,2,0.0,Real,Dato observado,Real
Aranjuez,Homicidios dolosos y asesinatos en grado tentativa,2025,Q3,3,1.0,Real,Dato observado,Real
Aranjuez,Homicidios dolosos y asesinatos en grado tentativa,2025,Q4,4,0.0,Real,Dato observado,Real
Aranjuez,Hurtos,2023,Q1,1,148.0,Real,Dato observado,Real
Aranjuez,Hurtos,2023,Q2,2,147.0,Real,Dato observado,Real
Aranjuez,Hurtos,2023,Q3,3,167.0,Real,Dato observado,Real
Aranjuez,Hurtos,2023,Q4,4,170.0,Real,Dato observado,Real
Aranjuez,Hurtos,2024,Q1,1,165.0,Real,Dato observado,Real
Aranjuez,Hurtos,2024,Q2,2,162.0,Real,Dato observado,Real
Aranjuez,Hurtos,2024,Q3,3,181.0,Real,Dato observado,Real
Aranjuez,Hurtos,2024,Q4,4,195.0,Real,Dato observado,Real
Aranjuez,Hurtos,2025,Q1,1,211.0,Real,Dato observado,Real
Aranjuez,Hurtos,2025,Q2,2,218.0,Real,Dato observado,Real
Aranjuez,Hurtos,2025,Q3,3,160.0,Real,Dato observado,Real
Aranjuez,Hurtos,2025,Q4,4,162.0,Real,Dato observado,Real
Aranjuez,Otros ciberdelitos,2023,Q1,1,22.0,Real,Dato observado,Real
Aranjuez,Otros ciberdelitos,2023,Q2,2,4.0,Real,Dato observado,Real
Aranjuez,Otros ciberdelitos,2023,Q3,3,14.0,Real,Dato observado,Real
Aranjuez,Otros ciberdelitos,2023,Q4,4,7.0,Real,Dato observado,Real
Aranjuez,Otros ciberdelitos,2024,Q1,1,20.0,Real,Dato observado,Real
Aranjuez,Otros ciberdelitos,2024,Q2,2,10.0,Real,Dato observado,Real
Aranjuez,Otros ciberdelitos,2024,Q3,3,7.0,Real,Dato observado,Real
Aranjuez,Otros ciberdelitos,2024,Q4,4,5.0,Real,Dato observado,Real
Aranjuez,Otros ciberdelitos,2025,Q1,1,10.0,Real,Dato observado,Real
Aranjuez,Otros ciberdelitos,2025,Q2,2,15.0,Real,Dato observado,Real
Aranjuez,Otros ciberdelitos,2025,Q3,3,22.0,Real,Dato observado,Real
Aranjuez,Otros ciberdelitos,2025,Q4,4,13.0,Real,Dato observado,Real
Aranjuez,Resto de criminalidad convencional,2023,Q1,1,354.0,Real,Dato observado,Real
Aranjuez,Resto de criminalidad convencional,2023,Q2,2,323.0,Real,Dato observado,Real
Aranjuez,Resto de criminalidad convencional,2023,Q3,3,343.0,Real,Dato observado,Real
Aranjuez,Resto de criminalidad convencional,2023,Q4,4,318.0,Real,Dato observado,Real
Aranjuez,Resto de criminalidad convencional,2024,Q1,1,315.0,Real,Dato observado,Real
Aranjuez,Resto de criminalidad convencional,2024,Q2,2,293.0,Real,Dato observado,Real
Aranjuez,Resto de criminalidad convencional,2024,Q3,3,373.0,Real,Dato observado,Real
Aranjuez,Resto de criminalidad convencional,2024,Q4,4,349.0,Real,Dato observado,Real
Aranjuez,Resto de criminalidad convencional,2025,Q1,1,383.0,Real,Dato observado,Real
Aranjuez,Resto de criminalidad convencional,2025,Q2,2,439.0,Real,Dato observado,Real
Aranjuez,Resto de criminalidad convencional,2025,Q3,3,410.0,Real,Dato observado,Real
Aranjuez,Resto de criminalidad convencional,2025,Q4,4,451.0,Real,Dato observado,Real
Aranjuez,Resto de delitos contra la libertad sexual,2023,Q1,1,1.0,Real,Dato observado,Real
Aranjuez,Resto de delitos contra la libertad sexual,2023,Q2,2,3.0,Real,Dato observado,Real
Aranjuez,Resto de delitos contra la libertad sexual,2023,Q3,3,7.0,Real,Dato observado,Real
Aranjuez,Resto de delitos contra la libertad sexual,2023,Q4,4,2.0,Real,Dato observado,Real
Aranjuez,Resto de delitos contra la libertad sexual,2024,Q1,1,2.0,Real,Dato observado,Real
Aranjuez,Resto de delitos contra la libertad sexual,2024,Q2,2,1.0,Real,Dato observado,Real
Aranjuez,Resto de delitos contra la libertad sexual,2024,Q3,3,8.0,Real,Dato observado,Real
Aranjuez,Resto de delitos contra la libertad sexual,2024,Q4,4,3.0,Real,Dato observado,Real
Aranjuez,Resto de delitos contra la libertad sexual,2025,Q1,1,4.0,Real,Dato observado,Real
Aranjuez,Resto de delitos contra la libertad sexual,2025,Q2,2,5.0,Real,Dato observado,Real
Aranjuez,Resto de delitos contra la libertad sexual,2025,Q3,3,11.0,Real,Dato observado,Real
Aranjuez,Resto de delitos contra la libertad sexual,2025,Q4,4,6.0,Real,Dato observado,Real
Aranjuez,Robos con fuerza en domicilios,2023,Q1,1,25.0,Real,Dato observado,Real
Aranjuez,Robos con fuerza en domicilios,2023,Q2,2,14.0,Real,Dato observado,Real
Aranjuez,Robos con fuerza en domicilios,2023,Q3,3,20.0,Real,Dato observado,Real
Aranjuez,Robos con fuerza en domicilios,2023,Q4,4,17.0,Real,Dato observado,Real
Aranjuez,Robos con fuerza en domicilios,2024,Q1,1,12.0,Real,Dato observado,Real
Aranjuez,Robos con fuerza en domicilios,2024,Q2,2,18.0,Real,Dato observado,Real
Aranjuez,Robos con fuerza en domicilios,2024,Q3,3,14.0,Real,Dato observado,Real
Aranjuez,Robos con fuerza en domicilios,2024,Q4,4,21.0,Real,Dato observado,Real
Aranjuez,Robos con fuerza en domicilios,2025,Q1,1,24.0,Real,Dato observado,Real
Aranjuez,Robos con fuerza en domicilios,2025,Q2,2,12.0,Real,Dato observado,Real
Aranjuez,Robos con fuerza en domicilios,2025,Q3,3,20.0,Real,Dato observado,Real
Aranjuez,Robos con fuerza en domicilios,2025,Q4,4,13.0,Real,Dato observado,Real
Aranjuez,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2023,Q1,1,40.0,Real,Dato observado,Real
Aranjuez,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2023,Q2,2,24.0,Real,Dato observado,Real
Aranjuez,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2023,Q3,3,27.0,Real,Dato observado,Real
Aranjuez,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2023,Q4,4,30.0,Real,Dato observado,Real
Aranjuez,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2024,Q1,1,27.0,Real,Dato observado,Real
Aranjuez,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2024,Q2,2,30.0,Real,Dato observado,Real
Aranjuez,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2024,Q3,3,18.0,Real,Dato observado,Real
Aranjuez,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2024,Q4,4,39.0,Real,Dato observado,Real
Aranjuez,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2025,Q1,1,37.0,Real,Dato observado,Real
Aranjuez,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2025,Q2,2,28.0,Real,Dato observado,Real
Aranjuez,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2025,Q3,3,34.0,Real,Dato observado,Real
Aranjuez,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2025,Q4,4,27.0,Real,Dato observado,Real
Aranjuez,Robos con violencia e intimidación,2023,Q1,1,11.0,Real,Dato observado,Real
Aranjuez,Robos con violencia e intimidación,2023,Q2,2,11.0,Real,Dato observado,Real
Aranjuez,Robos con violencia e intimidación,2023,Q3,3,11.0,Real,Dato observado,Real
Aranjuez,Robos con violencia e intimidación,2023,Q4,4,13.0,Real,Dato observado,Real
Aranjuez,Robos con violencia e intimidación,2024,Q1,1,11.0,Real,Dato observado,Real
Aranjuez,Robos con violencia e intimidación,2024,Q2,2,14.0,Real,Dato observado,Real
Aranjuez,Robos con violencia e intimidación,2024,Q3,3,15.0,Real,Dato observado,Real
Aranjuez,Robos con violencia e intimidación,2024,Q4,4,8.0,Real,Dato observado,Real
Aranjuez,Robos con violencia e intimidación,2025,Q1,1,15.0,Real,Dato observado,Real
Aranjuez,Robos con violencia e intimidación,2025,Q2,2,16.0,Real,Dato observado,Real
Aranjuez,Robos con violencia e intimidación,2025,Q3,3,19.0,Real,Dato observado,Real
Aranjuez,Robos con violencia e intimidación,2025,Q4,4,15.0,Real,Dato observado,Real
Aranjuez,Secuestro,2023,Q1,1,0.0,Real,Dato observado,Real
Aranjuez,Secuestro,2023,Q2,2,0.0,Real,Dato observado,Real
Aranjuez,Secuestro,2023,Q3,3,0.0,Real,Dato observado,Real
Aranjuez,Secuestro,2023,Q4,4,0.0,Real,Dato observado,Real
Aranjuez,Secuestro,2024,Q1,1,0.0,Real,Dato observado,Real
Aranjuez,Secuestro,2024,Q2,2,0.0,Real,Dato observado,Real
Aranjuez,Secuestro,2024,Q3,3,0.0,Real,Dato observado,Real
Aranjuez,Secuestro,2024,Q4,4,0.0,Real,Dato observado,Real
Aranjuez,Secuestro,2025,Q1,1,0.0,Real,Dato observado,Real
Aranjuez,Secuestro,2025,Q2,2,0.0,Real,Dato observado,Real
Aranjuez,Secuestro,2025,Q3,3,0.0,Real,Dato observado,Real
Aranjuez,Secuestro,2025,Q4,4,0.0,Real,Dato observado,Real
Aranjuez,Sustracciones de vehículos,2023,Q1,1,10.0,Real,Dato observado,Real
Aranjuez,Sustracciones de vehículos,2023,Q2,2,6.0,Real,Dato observado,Real
Aranjuez,Sustracciones de vehículos,2023,Q3,3,12.0,Real,Dato observado,Real
Aranjuez,Sustracciones de vehículos,2023,Q4,4,11.0,Real,Dato observado,Real
Aranjuez,Sustracciones de vehículos,2024,Q1,1,19.0,Real,Dato observado,Real
Aranjuez,Sustracciones de vehículos,2024,Q2,2,15.0,Real,Dato observado,Real
Aranjuez,Sustracciones de vehículos,2024,Q3,3,10.0,Real,Dato observado,Real
Aranjuez,Sustracciones de vehículos,2024,Q4,4,11.0,Real,Dato observado,Real
Aranjuez,Sustracciones de vehículos,2025,Q1,1,15.0,Real,Dato observado,Real
Aranjuez,Sustracciones de vehículos,2025,Q2,2,14.0,Real,Dato observado,Real
Aranjuez,Sustracciones de vehículos,2025,Q3,3,25.0,Real,Dato observado,Real
Aranjuez,Sustracciones de vehículos,2025,Q4,4,22.0,Real,Dato observado,Real
Aranjuez,Tráfico de drogas,2023,Q1,1,2.0,Real,Dato observado,Real
Aranjuez,Tráfico de drogas,2023,Q2,2,3.0,Real,Dato observado,Real
Aranjuez,Tráfico de drogas,2023,Q3,3,1.0,Real,Dato observado,Real
Aranjuez,Tráfico de drogas,2023,Q4,4,11.0,Real,Dato observado,Real
Aranjuez,Tráfico de drogas,2024,Q1,1,3.0,Real,Dato observado,Real
Aranjuez,Tráfico de drogas,2024,Q2,2,4.0,Real,Dato observado,Real
Aranjuez,Tráfico de drogas,2024,Q3,3,4.0,Real,Dato observado,Real
Aranjuez,Tráfico de drogas,2024,Q4,4,5.0,Real,Dato observado,Real
Aranjuez,Tráfico de drogas,2025,Q1,1,5.0,Real,Dato observado,Real
Aranjuez,Tráfico de drogas,2025,Q2,2,2.0,Real,Dato observado,Real
Aranjuez,Tráfico de drogas,2025,Q3,3,2.0,Real,Dato observado,Real
Aranjuez,Tráfico de drogas,2025,Q4,4,2.0,Real,Dato observado,Real
Arganda del Rey,Agresión sexual con penetración,2023,Q1,1,1.0,Real,Dato observado,Real
Arganda del Rey,Agresión sexual con penetración,2023,Q2,2,2.0,Real,Dato observado,Real
Arganda del Rey,Agresión sexual con penetración,2023,Q3,3,2.0,Real,Dato observado,Real
Arganda del Rey,Agresión sexual con penetración,2023,Q4,4,0.0,Real,Dato observado,Real
Arganda del Rey,Agresión sexual con penetración,2024,Q1,1,1.0,Real,Dato observado,Real
Arganda del Rey,Agresión sexual con penetración,2024,Q2,2,0.0,Real,Dato observado,Real
Arganda del Rey,Agresión sexual con penetración,2024,Q3,3,0.0,Real,Dato observado,Real
Arganda del Rey,Agresión sexual con penetración,2024,Q4,4,1.0,Real,Dato observado,Real
Arganda del Rey,Agresión sexual con penetración,2025,Q1,1,2.0,Real,Dato observado,Real
Arganda del Rey,Agresión sexual con penetración,2025,Q2,2,0.0,Real,Dato observado,Real
Arganda del Rey,Agresión sexual con penetración,2025,Q3,3,1.0,Real,Dato observado,Real
Arganda del Rey,Agresión sexual con penetración,2025,Q4,4,2.0,Real,Dato observado,Real
Arganda del Rey,Delitos contra la libertad sexual,2023,Q1,1,10.0,Real,Dato observado,Real
Arganda del Rey,Delitos contra la libertad sexual,2023,Q2,2,7.0,Real,Dato observado,Real
Arganda del Rey,Delitos contra la libertad sexual,2023,Q3,3,10.0,Real,Dato observado,Real
Arganda del Rey,Delitos contra la libertad sexual,2023,Q4,4,7.0,Real,Dato observado,Real
Arganda del Rey,Delitos contra la libertad sexual,2024,Q1,1,7.0,Real,Dato observado,Real
Arganda del Rey,Delitos contra la libertad sexual,2024,Q2,2,2.0,Real,Dato observado,Real
