Código municipio,Municipio,Año,Población,Edad media,Población 0-19,% población 0-19,Población 20+,% población 20+,Población 65+,% población 65+,Extranjeros,% extranjeros,Hogares (ref. 2021),Renta neta media por persona (€),Renta neta media por hogar (€),Paro registrado por 100 habitantes,Afiliados Seguridad Social,Empresas / unidades productivas,Precio compra oficial €/m²,Alquiler oficial mensual (€),Viviendas totales (ref. 2021),Viviendas vacías (ref. 2021),% viviendas vacías,Bares,Discotecas,Unidades ocio-hostelería (proxy oficial),% unidades ocio-hostelería,Hospitales,Centros de salud,Centros sanitarios totales,Comisarías,Parques / estaciones de bomberos,Centros educativos,Centros educativos públicos,Centros educativos privados,Estaciones Metro,Estaciones Cercanías,Estaciones Metro Ligero,Nodos ferroviarios (proxy),Paradas de autobús,Marquesinas,Total líneas,Líneas interurbanas,Zonas verdes oficiales (ha),Superficie urbana sin edificar - proxy verde (ha),% superficie urbana sin edificar,Unidades urbanas de uso comercial,% unidades urbanas de uso comercial,Iluminación / radiancia nocturna,Puntos luz por 1000hab,Superficie parcelas urbanas total (ha),Superficie urbana edificada (ha),Superficie urbana sin edificar (ha),% unidades de suelo vacante,% unidades residenciales,% unidades industriales,% unidades de oficinas,Delitos_totales,Delitos_día,Delitos_noche,Indice_criminal_ponderado,Indice_día_ponderado,Indice_noche_ponderado,Delitos_totales_por_10000_hab,Indice_criminal_ponderado_por_10000_hab,Delitos_día_por_10000_hab,Delitos_noche_por_10000_hab,Afiliados Seguridad Social_por_100_hab,Empresas / unidades productivas_por_1000_hab,Bares_por_1000_hab,Discotecas_por_10000_hab,Hospitales_por_100000_hab,Centros de salud_por_10000_hab,Comisarías_por_100000_hab,Parques / estaciones de bomberos_por_100000_hab,Centros educativos_por_10000_hab,Estaciones Metro_por_100000_hab,Estaciones Cercanías_por_100000_hab,Estaciones Metro Ligero_por_100000_hab,Nodos ferroviarios (proxy)_por_100000_hab,Paradas de autobús_por_10000_hab,Marquesinas_por_10000_hab,Unidades urbanas de uso comercial_por_1000_hab,Zonas_verdes_m2_por_hab,Bares_por_ha_urbana,Discotecas_por_ha_urbana,Comisarías_por_ha_urbana,Parques / estaciones de bomberos_por_ha_urbana,Paradas de autobús_por_ha_urbana,Marquesinas_por_ha_urbana,Unidades urbanas de uso comercial_por_ha_urbana,Es_Madrid,Delitos_totales_por_10000_hab_robust_score,Indice_criminal_ponderado_por_10000_hab_robust_score,Indice_Criminal,Indice_Ocio,Indice_Movilidad,Indice_Urbano,Indice_Servicios,Indice_Socioeconomico,Indice_Criminal_Nivel,Indice_Socioeconomico_Nivel,Indice_Ocio_Nivel,Indice_Movilidad_Nivel,Indice_Urbano_Nivel,Indice_Servicios_Nivel,Percentil_criminal_anual,Ranking_criminal_anual
91,Algete,2024,21134,41.16,4772,0.2257972934607741,16362,0.7742027065392258,3175,0.1502318538847355,2666,0.126147440143844,6723,17473,54294,3.77,9764,2580,1921.0,900,7638,277,0.0362660382299031,46,2,16,0.0015,0,1,1,1,0,15,13,2,0,0,0,0,41,26,13,12,38.0,189,0.2688477951635846,360,0.0337,2915,137.93,703,515,189,0.0513,0.6776000000000001,0.0622,0.0222,902.0,627.0,275.0,2619.0,1620.0,999.0,426.8004163906501,1239.235355351566,296.678338222769,130.1220781678811,46.20043531749787,122.0781678811394,2.176587489353648,0.9463423866754992,0.0,0.4731711933377496,4.731711933377496,0.0,7.097567900066244,0.0,0.0,0.0,0.0,19.40001892684773,12.30245102678149,17.03416296015899,17.98050534683448,0.0893203883495145,0.003883495145631,0.0019417475728155,0.0,0.0796116504854368,0.0504854368932038,0.6990291262135923,0,-0.5466739392208075,-0.4766177204105295,21.81,61.56,37.3,67.79,60.36,60.72,Bajo,Alto,Alto,Bajo,Alto,Alto,25.0,28
91,Algete,2025,21194,41.55,4665,0.2201094649429084,16529,0.7798905350570916,3347,0.1579220534113428,2614,0.1233367934321034,6723,17473,54294,3.59,9796,2578,2442.0,980,7638,277,0.0362660382299031,46,2,15,0.0014,0,1,1,1,0,15,13,2,0,0,0,0,41,26,13,12,38.1,189,0.2688477951635846,359,0.0336,2922,137.87,703,515,189,0.0513999999999999,0.6779000000000001,0.0622,0.0222,941.0,657.0,284.0,2653.0,1666.0,987.0,443.9935830895537,1251.769368689252,309.9933943568935,134.0001887326602,46.22062847975842,121.6381994904218,2.170425592148721,0.9436633009342268,0.0,0.4718316504671133,4.718316504671134,0.0,7.0774747570067,0.0,0.0,0.0,0.0,19.34509766915165,12.26762291214495,16.93875625176937,17.97678588279702,0.0893203883495145,0.003883495145631,0.0019417475728155,0.0,0.0796116504854368,0.0504854368932038,0.6970873786407767,0,-0.3767308955576467,-0.4383772650209942,25.24,58.86,36.94,67.34,59.82,59.64,Bajo,Medio,Medio,Bajo,Alto,Medio,29.73,27
133,Aranjuez,2023,60998,42.2,13368,0.2191547263844716,47630,0.7808452736155284,10706,0.175513951277091,9004,0.1476113970949867,21571,13622,48575,6.06,21311,4564,1581.5,570,25682,3670,0.1429016431742076,165,7,41,0.0012,1,2,3,1,1,30,21,9,0,1,0,1,148,46,12,5,109.8,214,0.2222222222222222,1442,0.0407,7242,118.73,963,749,214,0.0215,0.691,0.0103,0.0081,2949.0,1999.0,952.0,8512.0,5223.0,3301.0,483.4584740483294,1395.455588707827,327.7156628086167,156.0706908423227,34.9372110561002,74.82212531558412,2.705006721531853,1.147578609134726,1.639398013049608,0.3278796026099217,1.639398013049608,1.639398013049608,4.918194039148824,0.0,1.639398013049608,0.0,1.639398013049608,24.2630905931342,7.541230860028198,23.64011934817535,18.0005901832847,0.2202937249666222,0.0093457943925233,0.0013351134846461,0.0013351134846461,0.1975967957276369,0.0614152202937249,1.925233644859813,0,0.0133533631959669,0.0,51.72,74.32,31.53,55.78,53.33,50.81,Medio,Medio,Alto,Bajo,Medio,Medio,41.18,21
133,Aranjuez,2024,62508,42.34,13451,0.2151884558776476,49057,0.7848115441223523,11089,0.1774012926345428,10080,0.1612593588020733,21571,13622,48575,5.51,22225,4624,1698.9,630,25682,3670,0.1429016431742076,168,7,42,0.0012,1,2,3,1,1,30,21,9,0,1,0,1,148,46,12,5,112.5,210,0.2180685358255452,1442,0.0401999999999999,7395,118.3,963,753,210,0.0196,0.6917,0.0102,0.008,2897.0,1934.0,963.0,8392.0,5082.0,3310.0,463.4606770333397,1342.548153836309,309.4003967492161,154.0602802841236,35.55544890254048,73.97453125999873,2.687655980034555,1.119856658347731,1.599795226211045,0.319959045242209,1.599795226211045,1.599795226211045,4.799385678633135,0.0,1.599795226211045,0.0,1.599795226211045,23.67696934792347,7.359058040570807,23.06904716196327,17.99769629487426,0.2231075697211155,0.0092961487383798,0.0013280212483399,0.0013280212483399,0.1965471447543161,0.0610889774236387,1.915006640106242,0,-0.1843115900265335,-0.161417125422702,40.5,73.12,30.09,53.83,51.53,49.01,Medio,Medio,Alto,Bajo,Medio,Medio,38.89,23
133,Aranjuez,2025,63838,42.52,13526,0.2118800714308092,50312,0.7881199285691908,11519,0.1804411165763339,11017,0.1725774616999279,21571,13622,48575,5.25,22816,4641,1930.4,684,25682,3670,0.1429016431742076,168,7,42,0.0012,1,2,3,1,1,30,21,9,0,1,0,1,148,46,12,5,114.9,203,0.2107995846313603,1437,0.04,7530,117.95,963,760,203,0.0197,0.6919,0.0102,0.008,3345.0,2179.0,1167.0,9940.0,5868.0,4079.0,523.9825809079232,1557.066324132962,341.3327485196905,182.8064788997149,35.74046805977631,72.69964597888405,2.63166139290078,1.096525580375325,1.566465114821893,0.3132930229643786,1.566465114821893,1.566465114821893,4.699395344465679,0.0,1.566465114821893,0.0,1.566465114821893,23.18368369936402,7.205739528180708,22.5101036999906,17.99868416930355,0.2210526315789474,0.0092105263157894,0.0013157894736842,0.0013157894736842,0.1947368421052632,0.0605263157894736,1.890789473684211,0,0.4139072682476595,0.4930637898647736,75.08,71.32,28.11,53.08,49.55,46.85,Alto,Medio,Alto,Bajo,Medio,Medio,75.68,10
148,Arganda del Rey,2023,58623,40.14,13328,0.2273510396943179,45295,0.7726489603056821,7901,0.1347764529280317,12855,0.2192825341589479,19643,14524,38075,6.21,24982,6284,1800.8,631,21573,2363,0.1095350669818755,125,5,43,0.0012,1,2,3,1,1,37,25,12,2,0,0,2,163,62,22,18,105.5,175,0.2110977080820265,1377,0.0375,6999,119.39,829,654,175,0.0274,0.6042000000000001,0.077,0.0081999999999999,3850.0,2568.0,1284.0,11541.0,6804.0,4750.0,656.7388226464016,1968.681234327823,438.0533237807687,219.0266618903843,42.61467342169455,107.1934223768828,2.132268904696109,0.8529075618784436,1.705815123756887,0.3411630247513775,1.705815123756887,1.705815123756887,6.311515957900483,3.411630247513775,0.0,0.0,3.411630247513775,27.80478651723726,10.5760537672927,23.48907425413234,17.99634955563516,0.191131498470948,0.0076452599388379,0.0015290519877675,0.0015290519877675,0.2492354740061162,0.0948012232415902,2.105504587155963,0,1.726114622565821,1.748873975070837,94.08,47.3,61.89,55.48,65.76,74.78,Muy alto,Alto,Medio,Alto,Medio,Alto,94.12,3
148,Arganda del Rey,2024,59209,40.5,13324,0.2250333564154098,45885,0.7749666435845902,8300,0.1401813913425324,13255,0.2238679930415984,19643,14524,38075,5.96,25881,6307,1932.0,700,21573,2363,0.1095350669818755,127,5,42,0.0011,1,2,3,1,1,37,25,12,2,0,0,2,163,62,22,18,106.6,174,0.2078853046594982,1377,0.0375,7059,119.22,837,664,174,0.027,0.6035,0.0768,0.0081,3497.0,2372.0,1125.0,10048.0,6172.0,3876.0,590.619669307031,1697.039301457549,400.6147714029962,190.0048979040348,43.7112601124829,106.5209680960665,2.144944180783327,0.8444662129068216,1.688932425813643,0.3377864851627286,1.688932425813643,1.688932425813643,6.24904997551048,3.377864851627286,0.0,0.0,3.377864851627286,27.52959854076238,10.47138104004459,23.25659950345387,18.00401965917344,0.1912650602409638,0.0075301204819277,0.0015060240963855,0.0015060240963855,0.2454819277108434,0.0933734939759036,2.073795180722891,0,1.072570667592102,0.9201121941478404,86.29,46.25,61.35,54.05,64.14,76.94,Muy alto,Alto,Medio,Alto,Medio,Alto,88.89,5
148,Arganda del Rey,2025,60105,40.97,13259,0.2205972880791947,46846,0.7794027119208052,8757,0.1456950336910407,13360,0.2222776807253972,19643,14524,38075,5.64,26642,6459,2277.9,727,21573,2363,0.1095350669818755,127,5,41,0.0011,1,2,3,1,1,37,25,12,2,0,0,2,163,62,22,18,108.2,169,0.2019115890083632,1383,0.0372,7151,118.98,837,668,169,0.0262,0.6018,0.0762999999999999,0.008,3253.0,2198.0,1056.0,9508.0,5754.0,3761.0,541.2195324848183,1581.89834456368,365.6933699359454,175.6925380583978,44.32576324764995,107.4619416021962,2.112968970967474,0.8318775476249897,1.663755095249979,0.3327510190499958,1.663755095249979,1.663755095249979,6.155893852424923,3.327510190499959,0.0,0.0,3.327510190499959,27.11920805257466,10.31528159054987,23.00973296730721,18.00183013060477,0.1901197604790419,0.0074850299401197,0.0014970059880239,0.0014970059880239,0.2440119760479042,0.092814371257485,2.070359281437126,0,0.584283096374707,0.5688246610182954,76.95,44.45,60.27,52.1,62.88,78.2,Alto,Alto,Medio,Alto,Medio,Alto,83.78,7
151,Arroyomolinos,2023,36102,35.26,11137,0.3084870644285635,24965,0.6915129355714364,2559,0.0708824995845105,2409,0.0667276051188299,10802,17840,62299,3.67,13202,3334,1931.0,863,11647,398,0.0341718897570189,70,4,13,0.0007,0,0,0,1,0,24,12,12,0,0,0,0,105,35,9,7,65.0,254,0.3848484848484848,355,0.0192,4616,127.86,660,406,254,0.049,0.6664,0.0248,0.0103,3003.0,2118.0,886.0,7911.0,5093.0,2824.0,831.8098720292505,2191.291341199933,586.6710985540967,245.4157664395324,36.56861115727661,92.34945432386016,1.938950750650933,1.107971857514819,0.0,0.0,2.769929643787048,0.0,6.647831145088915,0.0,0.0,0.0,0.0,29.084261259764,9.694753753254666,9.83325023544402,18.00454268461581,0.1724137931034483,0.0098522167487684,0.0024630541871921,0.0,0.2586206896551724,0.0862068965517241,0.874384236453202,0,3.456575770908101,2.428042859909002,98.44,40.69,34.23,44.3,38.38,33.96,Muy alto,Bajo,Medio,Bajo,Medio,Bajo,97.06,2
151,Arroyomolinos,2024,37299,35.73,11317,0.3034129601329794,25982,0.6965870398670205,2754,0.073835759671841,2564,0.0687417893241105,10802,17840,62299,3.53,13930,3486,2194.0,935,11647,398,0.0341718897570189,71,4,13,0.0007,0,0,0,1,0,24,12,12,0,0,0,0,105,35,9,7,67.1,243,0.3681818181818182,358,0.0189,4747,127.27,660,417,243,0.0464,0.6728000000000001,0.0242,0.0123,2520.0,1771.0,748.0,6729.0,4288.0,2435.0,675.6213303305719,1804.069814204134,474.8116571489852,200.5415694790745,37.34684575993995,93.46095069572912,1.903536287836135,1.072414810048527,0.0,0.0,2.681037025121317,0.0,6.434488860291161,0.0,0.0,0.0,0.0,28.15088876377383,9.38362958792461,9.598112549934314,17.98975843856404,0.1702637889688249,0.0095923261390887,0.0023980815347721,0.0,0.2517985611510791,0.0839328537170263,0.8585131894484412,0,1.912755680844258,1.24665529233483,91.59,37.09,33.15,46.24,36.76,33.69,Muy alto,Bajo,Bajo,Bajo,Medio,Bajo,91.67,4
151,Arroyomolinos,2025,38185,36.24,11386,0.2981799135786303,26799,0.7018200864213696,2971,0.0778054209768233,2666,0.069817991357863,10802,17840,62299,3.29,14726,3547,2480.0,1015,11647,398,0.0341718897570189,71,4,13,0.0007,0,0,0,1,0,24,12,12,0,0,0,0,105,35,9,7,68.7,227,0.3439393939393939,361,0.0188,4844,126.86,660,433,227,0.0395,0.6815000000000001,0.024,0.0137,2526.0,1800.0,725.0,6528.0,4245.0,2277.0,661.5163022129109,1709.571821395836,471.3892889878225,189.8651302867618,38.5648814979704,92.88987822443367,1.859368862118633,1.047531753306272,0.0,0.0,2.61882938326568,0.0,6.285190519837633,0.0,0.0,0.0,0.0,27.49770852428964,9.16590284142988,9.453974073589103,17.99135786303522,0.1639722863741339,0.0092378752886836,0.0023094688221709,0.0,0.2424942263279446,0.0808314087759815,0.8337182448036952,0,1.773336837809214,0.95834809327343,88.79,35.59,32.25,49.7,36.04,33.69,Muy alto,Bajo,Bajo,Bajo,Medio,Bajo,91.89,4
225,Boadilla del Monte,2023,64635,38.5,18576,0.2873984683221165,46059,0.7126015316778835,7476,0.1156648874448828,5554,0.0859286764137077,18060,29191,93811,2.21,24578,8756,3264.0,1378,19874,698,0.0351212639629666,129,5,17,0.0005,1,2,3,1,0,46,13,33,0,0,8,8,197,105,13,8,116.3,720,0.3428571428571429,1276,0.0387,7611,117.75,2100,1380,720,0.0444,0.6284000000000001,0.0095,0.0038,2618.0,1858.0,763.0,7629.0,4725.0,2923.0,405.043706969908,1180.320259921095,287.4603542972074,118.0474974858823,38.02583739460045,135.4683994739692,1.995822696681364,0.7735746886361878,1.547149377272376,0.3094298754544751,1.547149377272376,0.0,7.116887135452927,0.0,0.0,12.37719501817901,12.37719501817901,30.4788427322658,16.24506846135994,19.74162605399551,17.99334725767773,0.0934782608695652,0.0036231884057971,0.0007246376811594,0.0,0.1427536231884058,0.0760869565217391,0.9246376811594202,0,-0.7617245743834198,-0.656363825499256,15.89,23.12,64.78,38.89,51.35,20.36,Muy bajo,Bajo,Bajo,Alto,Bajo,Medio,14.71,30
225,Boadilla del Monte,2024,65528,39.02,18226,0.2781406421682334,47302,0.7218593578317666,7930,0.1210169698449518,5568,0.0849713099743621,18060,29191,93811,2.09,25991,8966,3475.2,1485,19874,698,0.0351212639629666,131,5,17,0.0005,1,2,3,1,0,46,13,33,0,0,8,8,197,105,13,8,118.0,712,0.339047619047619,1287,0.0385,7701,117.52,2100,1389,712,0.0425,0.6277,0.0093999999999999,0.0037,2461.0,1768.0,695.0,7049.0,4463.0,2598.0,375.5646441215969,1075.723354901721,269.8083262116958,106.0615309486021,39.66396044439018,136.8270052496643,1.999145403491637,0.7630325967525332,1.526065193505067,0.3052130387010133,1.526065193505067,0.0,7.019899890123305,0.0,0.0,12.20852154804053,12.20852154804053,30.06348431204981,16.0236845318032,19.64045904041021,18.00756928335979,0.0943124550035997,0.0035997120230381,0.0007199424046076,0.0,0.1418286537077034,0.0755939524838013,0.9265658747300216,0,-1.053105548727086,-0.975482145586779,9.04,22.82,64.24,37.54,49.19,21.62,Muy bajo,Bajo,Bajo,Alto,Bajo,Medio,11.11,33
225,Boadilla del Monte,2025,66319,39.46,17853,0.2691988721180958,48466,0.7308011278819041,8339,0.1257407379484009,5954,0.0897781932779444,18060,29191,93811,2.17,26856,8956,3918.5,1571,19874,698,0.0351212639629666,131,5,17,0.0005,1,2,3,1,0,46,13,33,0,0,8,8,197,105,13,8,119.4,698,0.3323809523809524,1288,0.0381,7781,117.33,2100,1402,698,0.0419,0.6286999999999999,0.0093,0.0037,2623.0,1898.0,726.0,7364.0,4696.0,2674.0,395.512598199611,1110.390687434973,286.1924938554562,109.4708906949743,40.49518237609131,135.0442557939655,1.975301195735762,0.7539317540976191,1.507863508195238,0.3015727016390476,1.507863508195238,0.0,6.936172137698096,0.0,0.0,12.0629080655619,12.0629080655619,29.70491111144619,15.83256683605,19.42128198555467,18.00389028785114,0.0934379457917261,0.0035663338088445,0.0007132667617689,0.0,0.1405135520684736,0.0748930099857346,0.9186875891583453,0,-0.8559332598614833,-0.8697143801076975,11.52,19.22,63.69,36.86,47.93,22.7,Muy bajo,Bajo,Muy bajo,Alto,Bajo,Medio,10.81,34
409,Ciempozuelos,2023,25672,41.94,5355,0.2085930196322842,20317,0.7914069803677158,3960,0.1542536615768152,4303,0.1676145216578373,8362,12794,36510,5.73,9727,1833,1357.0,547,9605,1173,0.1221238938053097,63,3,19,0.0011,2,1,3,1,0,14,8,6,0,1,0,1,46,7,9,6,46.2,163,0.3388773388773389,480,0.0289,3445,134.19,481,318,163,0.0749,0.5639,0.0464,0.0088,1558.0,1009.0,549.0,4992.0,2833.0,2159.0,606.886880648177,1944.531006544095,393.0352134621377,213.8516671860393,37.8895294484263,71.40074789654098,2.454035525085696,1.168588345278903,7.790588968526021,0.389529448426301,3.89529448426301,0.0,5.453412277968214,0.0,3.89529448426301,0.0,3.89529448426301,17.91835462760985,2.726706138984107,18.69741352446245,17.99626051729511,0.1981132075471698,0.0094339622641509,0.0031446540880503,0.0,0.1446540880503145,0.0220125786163522,1.509433962264151,0,1.233361256995422,1.675193208716927,92.21,69.07,24.14,42.79,59.1,58.56,Muy alto,Medio,Alto,Bajo,Medio,Medio,91.18,4
409,Ciempozuelos,2024,26046,42.36,5349,0.2053674268601705,20697,0.7946325731398295,4210,0.1616371035859633,4509,0.173116793365584,8362,12794,36510,5.32,10158,1829,1449.0,620,9605,1173,0.1221238938053097,64,3,19,0.0011,2,1,3,1,0,14,8,6,0,1,0,1,46,7,9,6,46.9,163,0.3388773388773389,484,0.029,3488,133.92,481,318,163,0.0751999999999999,0.5637,0.0462,0.0089,1492.0,1012.0,482.0,4375.0,2674.0,1713.0,572.8326806419412,1679.720494509713,388.5433463871612,185.0572064808416,39.00023036166782,70.2219150733318,2.457191123397067,1.151808339092375,7.678722260615834,0.3839361130307917,3.839361130307917,0.0,5.375105582431083,0.0,3.839361130307917,0.0,3.839361130307917,17.66106119941642,2.687552791215542,18.58250787069032,18.00660370114413,0.2012578616352201,0.0094339622641509,0.0031446540880503,0.0,0.1446540880503145,0.0220125786163522,1.522012578616352,0,0.8967580878455064,0.86727364621863,82.86,69.07,23.42,42.5,57.3,57.21,Muy alto,Medio,Alto,Bajo,Medio,Medio,86.11,6
409,Ciempozuelos,2025,26254,42.62,5321,0.202673878266169,20933,0.797326121733831,4353,0.1658033061628704,4581,0.1744876971128209,8362,12794,36510,4.88,10342,1846,1919.0,675,9605,1173,0.1221238938053097,64,3,19,0.0011,2,1,3,1,0,14,8,6,0,1,0,1,46,7,9,6,47.3,161,0.3347193347193347,475,0.0284,3512,133.77,481,319,161,0.0746,0.5659000000000001,0.0458,0.0088,1305.0,876.0,429.0,3884.0,2332.0,1552.0,497.0671135826921,1479.393616210863,333.6634417612555,163.4036718214367,39.39209263350347,70.3130951474061,2.437723775424697,1.142683019730327,7.617886798202179,0.380894339910109,3.808943399101089,0.0,5.332520758741524,0.0,3.808943399101089,0.0,3.808943399101089,17.52113963586501,2.666260379370762,18.09248114573018,18.01630227774815,0.2006269592476489,0.0094043887147335,0.0031347962382445,0.0,0.1442006269592477,0.0219435736677116,1.489028213166144,0,0.1478657344819325,0.2560894351823116,63.24,67.57,22.7,41.22,56.22,54.41,Alto,Medio,Alto,Bajo,Medio,Medio,67.57,13
474,Collado Villalba,2023,66260,42.04,13113,0.19790220344099,53147,0.8020977965590099,10218,0.1542106851795955,12468,0.1881678237247208,23281,13908,39677,5.44,29611,6037,2029.5,681,27922,1363,0.0488145548313158,153,8,44,0.001,1,3,4,1,1,39,25,14,0,1,0,1,123,54,30,22,119.3,134,0.1798657718120805,1945,0.042,7775,117.34,745,611,134,0.012,0.6025,0.0163,0.0093999999999999,3233.0,2100.0,1134.0,9822.0,5706.0,4123.0,487.926350739511,1482.342287956535,316.9332930878358,171.1439782674313,44.68910353154241,91.11077573196498,2.309085421068518,1.207364926048898,1.509206157561123,0.4527618472683369,1.509206157561123,1.509206157561123,5.885904014488379,0.0,1.509206157561123,0.0,1.509206157561123,18.56323573800181,8.149713250830063,29.35405976456384,18.0048294597042,0.2504091653027823,0.0130932896890343,0.0016366612111292,0.0016366612111292,0.2013093289689034,0.088379705400982,3.183306055646481,0,0.0575153594650725,0.2650856399342016,64.18,66.82,50.63,54.96,67.75,73.69,Alto,Alto,Alto,Medio,Medio,Alto,67.65,12
474,Collado Villalba,2024,67323,42.3,13044,0.1937525065727909,54279,0.8062474934272091,10633,0.157940079913254,12908,0.1917323945754051,23281,13908,39677,5.28,30482,6082,2242.4,755,27922,1363,0.0488145548313158,155,8,42,0.0009,1,3,4,1,1,39,25,14,0,1,0,1,123,54,30,22,121.2,133,0.1785234899328859,1944,0.0419,7882,117.08,745,613,133,0.0119,0.6026,0.0162,0.0095,3484.0,2268.0,1217.0,10753.0,6200.0,4556.0,517.5051616832286,1597.225316756532,336.883383093445,180.7703162366502,45.27724551787651,90.3405968242651,2.302333526432274,1.188301174932787,1.485376468665983,0.445612940599795,1.485376468665983,1.485376468665983,5.792968227797336,0.0,1.485376468665983,0.0,1.485376468665983,18.2701305645916,8.021032930796311,28.87571855086672,18.00276280023172,0.2528548123980424,0.0130505709624796,0.0016313213703099,0.0016313213703099,0.200652528548124,0.0880913539967373,3.171288743882545,0,0.3498822775403299,0.615586251309185,75.7,63.51,49.37,54.13,65.77,73.15,Alto,Alto,Alto,Medio,Medio,Alto,77.78,9
474,Collado Villalba,2025,67956,42.67,12849,0.1890782270881158,55107,0.8109217729118842,11188,0.1646359409029372,13458,0.1980399081758785,23281,13908,39677,5.04,30980,6015,2609.7,830,27922,1363,0.0488145548313158,155,8,42,0.0009,1,3,4,1,1,39,25,14,0,1,0,1,123,54,30,22,122.3,132,0.1771812080536913,1964,0.0421,7945,116.91,745,613,132,0.0118,0.6014,0.0162,0.0097,3328.0,2221.0,1107.0,9959.0,5942.0,4017.0,489.7286479486727,1465.507092824769,326.829124727765,162.8995232209076,45.58832185531815,88.51315557125199,2.280887633174407,1.177232326799694,1.471540408499617,0.4414621225498852,1.471540408499617,1.471540408499617,5.739007593148508,0.0,1.471540408499617,0.0,1.471540408499617,18.09994702454529,7.946318205897933,28.90105362293249,17.99693919595032,0.2528548123980424,0.0130505709624796,0.0016313213703099,0.0016313213703099,0.200652528548124,0.0880913539967373,3.203915171288744,0,0.0753298713973094,0.2137225600438389,60.44,61.41,48.65,54.96,64.33,71.35,Alto,Alto,Alto,Medio,Medio,Alto,64.86,14
455,Colmenar Viejo,2023,55100,40.53,12402,0.2250816696914701,42698,0.77491833030853,7717,0.14005444646098,7287,0.1322504537205082,17888,21045,60226,3.95,23803,4834,2282.1,739,20461,970,0.047407262597136,115,5,20,0.0006,0,2,2,1,0,36,22,14,0,1,0,1,99,41,23,19,99.2,250,0.3004807692307692,1035,0.033,6636,120.44,832,582,250,0.0353,0.6557999999999999,0.017,0.0127,2581.0,1730.0,850.0,7658.0,4572.0,3080.0,468.421052631579,1389.83666061706,313.9745916515427,154.2649727767695,43.19963702359347,87.73139745916515,2.087114337568058,0.9074410163339384,0.0,0.3629764065335753,1.814882032667877,0.0,6.533575317604356,0.0,1.814882032667877,0.0,1.814882032667877,17.96733212341198,7.441016333938294,18.78402903811253,18.00362976406534,0.1975945017182131,0.0085910652920962,0.0017182130584192,0.0,0.1701030927835052,0.070446735395189,1.778350515463917,0,-0.1352815688768516,-0.0171429823156426,46.1,39.49,45.23,51.05,43.42,38.92,Medio,Bajo,Bajo,Medio,Medio,Medio,38.24,22
455,Colmenar Viejo,2024,56878,40.69,12705,0.223372833081332,44173,0.7766271669186681,8182,0.1438517528745736,7888,0.1386827947536833,17888,21045,60226,3.74,24699,4867,2383.7,837,20461,970,0.047407262597136,117,5,20,0.0006,0,2,2,1,0,36,22,14,0,1,0,1,99,41,23,19,102.4,240,0.2888086642599278,1033,0.032,6820,119.91,831,591,240,0.0354,0.6531999999999999,0.0165,0.0123,2614.0,1738.0,877.0,7952.0,4662.0,3297.0,459.5801540138542,1398.080101269384,305.566299799571,154.1896691163543,43.42452266254087,85.56911283800416,2.057034354231865,0.8790745103554977,0.0,0.3516298041421991,1.758149020710995,0.0,6.329336474559583,0.0,1.758149020710995,0.0,1.758149020710995,17.40567530503886,7.208410984915081,18.16167938394458,18.00344597208059,0.1979695431472081,0.0084602368866328,0.0016920473773265,0.0,0.16751269035533,0.0693739424703891,1.747884940778342,0,-0.2226679850109654,0.0080072162702862,44.24,35.28,41.98,48.05,40.9,38.2,Medio,Bajo,Bajo,Medio,Medio,Medio,55.56,17
455,Colmenar Viejo,2025,58654,40.89,12965,0.2210420431684114,45689,0.7789579568315886,8681,0.1480035462202066,8381,0.1428888055375593,17888,21045,60226,3.67,25390,4938,2757.1,902,20461,970,0.047407262597136,117,5,20,0.0006,0,2,2,1,0,36,22,14,0,1,0,1,99,41,23,19,105.6,232,0.2791817087845969,1021,0.0311,7002,119.38,831,600,232,0.0343,0.6576000000000001,0.0163,0.0121,2723.0,1850.0,873.0,8000.0,4830.0,3170.0,464.2479626282948,1363.930848705971,315.4090087632557,148.8389538650391,43.28775531080574,84.18863163637603,1.994748866232482,0.8524567804412316,0.0,0.3409827121764926,1.704913560882463,0.0,6.137688819176867,0.0,1.704913560882463,0.0,1.704913560882463,16.87864425273639,6.990145599618099,17.40716745660995,18.00388720291881,0.195,0.0083333333333333,0.0016666666666666,0.0,0.165,0.0683333333333333,1.701666666666667,0,-0.1765297943525954,-0.0961799210858563,38.94,31.38,38.92,45.79,38.92,37.21,Bajo,Bajo,Bajo,Bajo,Medio,Bajo,54.05,18
