municipio,tipo de crimen,año,trimestre,num_trimestre,conteo_predicho,modelo,nivel_confianza
Collado Villalba,Homicidios dolosos y asesinatos en grado tentativa,2026,Q2,2,0.75,Mediana móvil 4,Alta incertidumbre
Collado Villalba,Homicidios dolosos y asesinatos en grado tentativa,2026,Q3,3,0.625,Mediana móvil 4,Alta incertidumbre
Collado Villalba,Hurtos,2026,Q1,1,156.3631576219367,Gradient Boosting,Estándar
Collado Villalba,Hurtos,2026,Q2,2,166.14977245569025,Gradient Boosting,Estándar
Collado Villalba,Hurtos,2026,Q3,3,156.3631576219367,Gradient Boosting,Estándar
Collado Villalba,Otros ciberdelitos,2026,Q1,1,32.56010099504249,Gradient Boosting,Estándar
Collado Villalba,Otros ciberdelitos,2026,Q2,2,33.537442969891764,Gradient Boosting,Estándar
Collado Villalba,Otros ciberdelitos,2026,Q3,3,28.364363588375937,Gradient Boosting,Estándar
Collado Villalba,Resto de criminalidad convencional,2026,Q1,1,386.32570310720047,Gradient Boosting,Estándar
Collado Villalba,Resto de criminalidad convencional,2026,Q2,2,410.62609299870473,Gradient Boosting,Estándar
Collado Villalba,Resto de criminalidad convencional,2026,Q3,3,395.67539840943726,Gradient Boosting,Estándar
Collado Villalba,Resto de delitos contra la libertad sexual,2026,Q1,1,8.180016200189893,Gradient Boosting,Estándar
Collado Villalba,Resto de delitos contra la libertad sexual,2026,Q2,2,7.087220953102119,Gradient Boosting,Estándar
Collado Villalba,Resto de delitos contra la libertad sexual,2026,Q3,3,7.087220953102119,Gradient Boosting,Estándar
Collado Villalba,Robos con fuerza en domicilios,2026,Q1,1,19.421222128493373,Gradient Boosting,Estándar
Collado Villalba,Robos con fuerza en domicilios,2026,Q2,2,16.8742578632524,Gradient Boosting,Estándar
Collado Villalba,Robos con fuerza en domicilios,2026,Q3,3,18.985256541604855,Gradient Boosting,Estándar
Collado Villalba,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2026,Q1,1,25.527256815545012,Gradient Boosting,Estándar
Collado Villalba,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2026,Q2,2,24.83840096313763,Gradient Boosting,Estándar
Collado Villalba,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2026,Q3,3,25.008570965062866,Gradient Boosting,Estándar
Collado Villalba,Robos con violencia e intimidación,2026,Q1,1,16.8742578632524,Gradient Boosting,Estándar
Collado Villalba,Robos con violencia e intimidación,2026,Q2,2,16.8742578632524,Gradient Boosting,Estándar
Collado Villalba,Robos con violencia e intimidación,2026,Q3,3,16.8742578632524,Gradient Boosting,Estándar
Collado Villalba,Secuestro,2026,Q1,1,0.0,Mediana móvil 4,Alta incertidumbre
Collado Villalba,Secuestro,2026,Q2,2,0.0,Mediana móvil 4,Alta incertidumbre
Collado Villalba,Secuestro,2026,Q3,3,0.0,Mediana móvil 4,Alta incertidumbre
Collado Villalba,Sustracciones de vehículos,2026,Q1,1,2.8003656656345854,Gradient Boosting,Estándar
Collado Villalba,Sustracciones de vehículos,2026,Q2,2,2.7723225445814936,Gradient Boosting,Estándar
Collado Villalba,Sustracciones de vehículos,2026,Q3,3,3.057504597260602,Gradient Boosting,Estándar
Collado Villalba,Tráfico de drogas,2026,Q1,1,2.8322945954969208,Gradient Boosting,Estándar
Collado Villalba,Tráfico de drogas,2026,Q2,2,3.057504597260602,Gradient Boosting,Estándar
Collado Villalba,Tráfico de drogas,2026,Q3,3,3.2692741676186934,Gradient Boosting,Estándar
Colmenar Viejo,Agresión sexual con penetración,2026,Q1,1,1.466513630084666,Gradient Boosting,Estándar
Colmenar Viejo,Agresión sexual con penetración,2026,Q2,2,1.466513630084666,Gradient Boosting,Estándar
Colmenar Viejo,Agresión sexual con penetración,2026,Q3,3,1.466513630084666,Gradient Boosting,Estándar
Colmenar Viejo,Delitos contra la libertad sexual,2026,Q1,1,7.060702542919079,Gradient Boosting,Estándar
Colmenar Viejo,Delitos contra la libertad sexual,2026,Q2,2,8.153497790006853,Gradient Boosting,Estándar
Colmenar Viejo,Delitos contra la libertad sexual,2026,Q3,3,6.430862175197474,Gradient Boosting,Estándar
Colmenar Viejo,Delitos graves y menos graves de lesiones y riña tumultuaria,2026,Q1,1,13.688001812693988,Gradient Boosting,Estándar
Colmenar Viejo,Delitos graves y menos graves de lesiones y riña tumultuaria,2026,Q2,2,13.246598551742201,Gradient Boosting,Estándar
Colmenar Viejo,Delitos graves y menos graves de lesiones y riña tumultuaria,2026,Q3,3,13.229802473691388,Gradient Boosting,Estándar
Colmenar Viejo,Estafas informáticas,2026,Q1,1,133.45626385123583,Gradient Boosting,Estándar
Colmenar Viejo,Estafas informáticas,2026,Q2,2,156.33663921175366,Gradient Boosting,Estándar
Colmenar Viejo,Estafas informáticas,2026,Q3,3,164.42585428098047,Gradient Boosting,Estándar
Colmenar Viejo,Homicidios dolosos y asesinatos consumados,2026,Q1,1,0.0,Mediana móvil 4,Alta incertidumbre
Colmenar Viejo,Homicidios dolosos y asesinatos consumados,2026,Q2,2,0.0,Mediana móvil 4,Alta incertidumbre
Colmenar Viejo,Homicidios dolosos y asesinatos consumados,2026,Q3,3,0.0,Mediana móvil 4,Alta incertidumbre
Colmenar Viejo,Homicidios dolosos y asesinatos en grado tentativa,2026,Q1,1,0.5,Mediana móvil 4,Alta incertidumbre
Colmenar Viejo,Homicidios dolosos y asesinatos en grado tentativa,2026,Q2,2,0.75,Mediana móvil 4,Alta incertidumbre
Colmenar Viejo,Homicidios dolosos y asesinatos en grado tentativa,2026,Q3,3,0.875,Mediana móvil 4,Alta incertidumbre
Colmenar Viejo,Hurtos,2026,Q1,1,121.64595063343107,Gradient Boosting,Estándar
Colmenar Viejo,Hurtos,2026,Q2,2,111.4962067085042,Gradient Boosting,Estándar
Colmenar Viejo,Hurtos,2026,Q3,3,125.00739448136576,Gradient Boosting,Estándar
Colmenar Viejo,Otros ciberdelitos,2026,Q1,1,14.380809511896775,Gradient Boosting,Estándar
Colmenar Viejo,Otros ciberdelitos,2026,Q2,2,13.791933173351108,Gradient Boosting,Estándar
Colmenar Viejo,Otros ciberdelitos,2026,Q3,3,12.966329448026112,Gradient Boosting,Estándar
Colmenar Viejo,Resto de criminalidad convencional,2026,Q1,1,312.3938178434619,Gradient Boosting,Estándar
Colmenar Viejo,Resto de criminalidad convencional,2026,Q2,2,303.76515990485285,Gradient Boosting,Estándar
Colmenar Viejo,Resto de criminalidad convencional,2026,Q3,3,315.52522216651204,Gradient Boosting,Estándar
Colmenar Viejo,Resto de delitos contra la libertad sexual,2026,Q1,1,6.633645731804352,Gradient Boosting,Estándar
Colmenar Viejo,Resto de delitos contra la libertad sexual,2026,Q2,2,6.430862175197474,Gradient Boosting,Estándar
Colmenar Viejo,Resto de delitos contra la libertad sexual,2026,Q3,3,6.430862175197474,Gradient Boosting,Estándar
Colmenar Viejo,Robos con fuerza en domicilios,2026,Q1,1,16.604683676491334,Gradient Boosting,Estándar
Colmenar Viejo,Robos con fuerza en domicilios,2026,Q2,2,15.094257839160258,Gradient Boosting,Estándar
Colmenar Viejo,Robos con fuerza en domicilios,2026,Q3,3,13.246598551742201,Gradient Boosting,Estándar
Colmenar Viejo,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2026,Q1,1,35.37068935769038,Gradient Boosting,Estándar
Colmenar Viejo,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2026,Q2,2,30.50062927247927,Gradient Boosting,Estándar
Colmenar Viejo,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2026,Q3,3,30.50062927247927,Gradient Boosting,Estándar
Colmenar Viejo,Robos con violencia e intimidación,2026,Q1,1,6.643711897031962,Gradient Boosting,Estándar
Colmenar Viejo,Robos con violencia e intimidación,2026,Q2,2,4.978317900666469,Gradient Boosting,Estándar
Colmenar Viejo,Robos con violencia e intimidación,2026,Q3,3,4.09025149485376,Gradient Boosting,Estándar
Colmenar Viejo,Secuestro,2026,Q1,1,0.0,Mediana móvil 4,Alta incertidumbre
Colmenar Viejo,Secuestro,2026,Q2,2,0.0,Mediana móvil 4,Alta incertidumbre
Colmenar Viejo,Secuestro,2026,Q3,3,0.0,Mediana móvil 4,Alta incertidumbre
Colmenar Viejo,Sustracciones de vehículos,2026,Q1,1,3.440646131584675,Gradient Boosting,Estándar
Colmenar Viejo,Sustracciones de vehículos,2026,Q2,2,2.8057761853138805,Gradient Boosting,Estándar
Colmenar Viejo,Sustracciones de vehículos,2026,Q3,3,3.242755757435653,Gradient Boosting,Estándar
Colmenar Viejo,Tráfico de drogas,2026,Q1,1,2.7458041343984534,Gradient Boosting,Estándar
Colmenar Viejo,Tráfico de drogas,2026,Q2,2,2.7458041343984534,Gradient Boosting,Estándar
Colmenar Viejo,Tráfico de drogas,2026,Q3,3,2.7458041343984534,Gradient Boosting,Estándar
Coslada,Agresión sexual con penetración,2026,Q1,1,3.008143035576506,Gradient Boosting,Estándar
Coslada,Agresión sexual con penetración,2026,Q2,2,2.531052530034288,Gradient Boosting,Estándar
Coslada,Agresión sexual con penetración,2026,Q3,3,3.005510059993038,Gradient Boosting,Estándar
Coslada,Delitos contra la libertad sexual,2026,Q1,1,5.5576579920426745,Gradient Boosting,Estándar
Coslada,Delitos contra la libertad sexual,2026,Q2,2,6.371375885100861,Gradient Boosting,Estándar
Coslada,Delitos contra la libertad sexual,2026,Q3,3,6.371375885100861,Gradient Boosting,Estándar
Coslada,Delitos graves y menos graves de lesiones y riña tumultuaria,2026,Q1,1,9.150908678746571,Gradient Boosting,Estándar
Coslada,Delitos graves y menos graves de lesiones y riña tumultuaria,2026,Q2,2,8.521068311024967,Gradient Boosting,Estándar
Coslada,Delitos graves y menos graves de lesiones y riña tumultuaria,2026,Q3,3,9.150908678746571,Gradient Boosting,Estándar
Coslada,Estafas informáticas,2026,Q1,1,113.24956368430418,Gradient Boosting,Estándar
Coslada,Estafas informáticas,2026,Q2,2,126.6574102115781,Gradient Boosting,Estándar
Coslada,Estafas informáticas,2026,Q3,3,123.17891242616703,Gradient Boosting,Estándar
Coslada,Homicidios dolosos y asesinatos consumados,2026,Q1,1,0.0,Mediana móvil 4,Alta incertidumbre
Coslada,Homicidios dolosos y asesinatos consumados,2026,Q2,2,0.0,Mediana móvil 4,Alta incertidumbre
Coslada,Homicidios dolosos y asesinatos consumados,2026,Q3,3,0.0,Mediana móvil 4,Alta incertidumbre
Coslada,Homicidios dolosos y asesinatos en grado tentativa,2026,Q1,1,0.0,Mediana móvil 4,Alta incertidumbre
Coslada,Homicidios dolosos y asesinatos en grado tentativa,2026,Q2,2,0.0,Mediana móvil 4,Alta incertidumbre
Coslada,Homicidios dolosos y asesinatos en grado tentativa,2026,Q3,3,0.0,Mediana móvil 4,Alta incertidumbre
Coslada,Hurtos,2026,Q1,1,235.4782741078005,Gradient Boosting,Estándar
Coslada,Hurtos,2026,Q2,2,247.89118177228497,Gradient Boosting,Estándar
Coslada,Hurtos,2026,Q3,3,224.6189764758702,Gradient Boosting,Estándar
Coslada,Otros ciberdelitos,2026,Q1,1,14.355557338152899,Gradient Boosting,Estándar
Coslada,Otros ciberdelitos,2026,Q2,2,13.830394938496324,Gradient Boosting,Estándar
Coslada,Otros ciberdelitos,2026,Q3,3,12.684066450999369,Gradient Boosting,Estándar
Coslada,Resto de criminalidad convencional,2026,Q1,1,428.2442253935693,Gradient Boosting,Estándar
Coslada,Resto de criminalidad convencional,2026,Q2,2,404.2456824866565,Gradient Boosting,Estándar
Coslada,Resto de criminalidad convencional,2026,Q3,3,411.45395778061356,Gradient Boosting,Estándar
Coslada,Resto de delitos contra la libertad sexual,2026,Q1,1,3.8082166526027894,Gradient Boosting,Estándar
Coslada,Resto de delitos contra la libertad sexual,2026,Q2,2,3.8082166526027894,Gradient Boosting,Estándar
Coslada,Resto de delitos contra la libertad sexual,2026,Q3,3,4.019986222960881,Gradient Boosting,Estándar
Coslada,Robos con fuerza en domicilios,2026,Q1,1,20.24199384152765,Gradient Boosting,Estándar
Coslada,Robos con fuerza en domicilios,2026,Q2,2,17.42896685036173,Gradient Boosting,Estándar
Coslada,Robos con fuerza en domicilios,2026,Q3,3,19.9759311156027,Gradient Boosting,Estándar
Coslada,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2026,Q1,1,40.31259631254901,Gradient Boosting,Estándar
Coslada,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2026,Q2,2,30.911686667846404,Gradient Boosting,Estándar
Coslada,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2026,Q3,3,28.05757264127942,Gradient Boosting,Estándar
Coslada,Robos con violencia e intimidación,2026,Q1,1,13.597372994709502,Gradient Boosting,Estándar
Coslada,Robos con violencia e intimidación,2026,Q2,2,13.827825949034573,Gradient Boosting,Estándar
Coslada,Robos con violencia e intimidación,2026,Q3,3,13.285060316887417,Gradient Boosting,Estándar
Coslada,Secuestro,2026,Q1,1,0.0,Mediana móvil 4,Alta incertidumbre
Coslada,Secuestro,2026,Q2,2,0.0,Mediana móvil 4,Alta incertidumbre
Coslada,Secuestro,2026,Q3,3,0.0,Mediana móvil 4,Alta incertidumbre
Coslada,Sustracciones de vehículos,2026,Q1,1,30.577450189638395,Gradient Boosting,Estándar
Coslada,Sustracciones de vehículos,2026,Q2,2,34.0354270199624,Gradient Boosting,Estándar
Coslada,Sustracciones de vehículos,2026,Q3,3,31.54381758321509,Gradient Boosting,Estándar
Coslada,Tráfico de drogas,2026,Q1,1,3.005510059993038,Gradient Boosting,Estándar
Coslada,Tráfico de drogas,2026,Q2,2,3.005510059993038,Gradient Boosting,Estándar
Coslada,Tráfico de drogas,2026,Q3,3,3.3985567080956764,Gradient Boosting,Estándar
Fuenlabrada,Agresión sexual con penetración,2026,Q1,1,3.652415701942766,Gradient Boosting,Estándar
Fuenlabrada,Agresión sexual con penetración,2026,Q2,2,3.1779581719840166,Gradient Boosting,Estándar
Fuenlabrada,Agresión sexual con penetración,2026,Q3,3,2.773847255451545,Gradient Boosting,Estándar
Fuenlabrada,Delitos contra la libertad sexual,2026,Q1,1,13.229802473691388,Gradient Boosting,Estándar
Fuenlabrada,Delitos contra la libertad sexual,2026,Q2,2,12.687036841544233,Gradient Boosting,Estándar
Fuenlabrada,Delitos contra la libertad sexual,2026,Q3,3,11.823546447225118,Gradient Boosting,Estándar
Fuenlabrada,Delitos graves y menos graves de lesiones y riña tumultuaria,2026,Q1,1,7.060702542919079,Gradient Boosting,Estándar
Fuenlabrada,Delitos graves y menos graves de lesiones y riña tumultuaria,2026,Q2,2,6.430862175197474,Gradient Boosting,Estándar
Fuenlabrada,Delitos graves y menos graves de lesiones y riña tumultuaria,2026,Q3,3,5.724826579278338,Gradient Boosting,Estándar
Fuenlabrada,Estafas informáticas,2026,Q1,1,307.52149199173033,Gradient Boosting,Estándar
Fuenlabrada,Estafas informáticas,2026,Q2,2,304.4513961514913,Gradient Boosting,Estándar
Fuenlabrada,Estafas informáticas,2026,Q3,3,303.7681675225278,Gradient Boosting,Estándar
Fuenlabrada,Homicidios dolosos y asesinatos consumados,2026,Q1,1,0.0,Mediana móvil 4,Alta incertidumbre
Fuenlabrada,Homicidios dolosos y asesinatos consumados,2026,Q2,2,0.0,Mediana móvil 4,Alta incertidumbre
Fuenlabrada,Homicidios dolosos y asesinatos consumados,2026,Q3,3,0.0,Mediana móvil 4,Alta incertidumbre
Fuenlabrada,Homicidios dolosos y asesinatos en grado tentativa,2026,Q1,1,0.0,Mediana móvil 4,Alta incertidumbre
Fuenlabrada,Homicidios dolosos y asesinatos en grado tentativa,2026,Q2,2,0.0,Mediana móvil 4,Alta incertidumbre
Fuenlabrada,Homicidios dolosos y asesinatos en grado tentativa,2026,Q3,3,0.0,Mediana móvil 4,Alta incertidumbre
Fuenlabrada,Hurtos,2026,Q1,1,344.05590708436006,Gradient Boosting,Estándar
Fuenlabrada,Hurtos,2026,Q2,2,340.43288232318844,Gradient Boosting,Estándar
Fuenlabrada,Hurtos,2026,Q3,3,312.7017030815023,Gradient Boosting,Estándar
Fuenlabrada,Otros ciberdelitos,2026,Q1,1,38.28813784390061,Gradient Boosting,Estándar
Fuenlabrada,Otros ciberdelitos,2026,Q2,2,47.04300523933946,Gradient Boosting,Estándar
Fuenlabrada,Otros ciberdelitos,2026,Q3,3,29.489973314083002,Gradient Boosting,Estándar
Fuenlabrada,Resto de criminalidad convencional,2026,Q1,1,572.4128716161673,Gradient Boosting,Estándar
Fuenlabrada,Resto de criminalidad convencional,2026,Q2,2,579.0499515916639,Gradient Boosting,Estándar
Fuenlabrada,Resto de criminalidad convencional,2026,Q3,3,567.5925952728245,Gradient Boosting,Estándar
Fuenlabrada,Resto de delitos contra la libertad sexual,2026,Q1,1,9.463217730693106,Gradient Boosting,Estándar
Fuenlabrada,Resto de delitos contra la libertad sexual,2026,Q2,2,8.783338157728457,Gradient Boosting,Estándar
Fuenlabrada,Resto de delitos contra la libertad sexual,2026,Q3,3,8.783338157728457,Gradient Boosting,Estándar
Fuenlabrada,Robos con fuerza en domicilios,2026,Q1,1,32.879079920943084,Gradient Boosting,Estándar
Fuenlabrada,Robos con fuerza en domicilios,2026,Q2,2,35.37068935769038,Gradient Boosting,Estándar
Fuenlabrada,Robos con fuerza en domicilios,2026,Q3,3,35.37068935769038,Gradient Boosting,Estándar
Fuenlabrada,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2026,Q1,1,60.39363155482228,Gradient Boosting,Estándar
Fuenlabrada,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2026,Q2,2,60.39363155482228,Gradient Boosting,Estándar
Fuenlabrada,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2026,Q3,3,60.39363155482228,Gradient Boosting,Estándar
Fuenlabrada,Robos con violencia e intimidación,2026,Q1,1,41.125244616731536,Gradient Boosting,Estándar
Fuenlabrada,Robos con violencia e intimidación,2026,Q2,2,41.125244616731536,Gradient Boosting,Estándar
Fuenlabrada,Robos con violencia e intimidación,2026,Q3,3,41.64393046721367,Gradient Boosting,Estándar
Fuenlabrada,Secuestro,2026,Q1,1,0.0,Mediana móvil 4,Alta incertidumbre
Fuenlabrada,Secuestro,2026,Q2,2,0.0,Mediana móvil 4,Alta incertidumbre
Fuenlabrada,Secuestro,2026,Q3,3,0.0,Mediana móvil 4,Alta incertidumbre
Fuenlabrada,Sustracciones de vehículos,2026,Q1,1,44.125874902543,Gradient Boosting,Estándar
Fuenlabrada,Sustracciones de vehículos,2026,Q2,2,41.125244616731536,Gradient Boosting,Estándar
Fuenlabrada,Sustracciones de vehículos,2026,Q3,3,41.125244616731536,Gradient Boosting,Estándar
Fuenlabrada,Tráfico de drogas,2026,Q1,1,13.229802473691388,Gradient Boosting,Estándar
Fuenlabrada,Tráfico de drogas,2026,Q2,2,12.687036841544233,Gradient Boosting,Estándar
Fuenlabrada,Tráfico de drogas,2026,Q3,3,12.687036841544233,Gradient Boosting,Estándar
Galapagar,Agresión sexual con penetración,2026,Q1,1,1.9090422301810799,Gradient Boosting,Estándar
Galapagar,Agresión sexual con penetración,2026,Q2,2,1.466513630084666,Gradient Boosting,Estándar
Galapagar,Agresión sexual con penetración,2026,Q3,3,2.4153625127947103,Gradient Boosting,Estándar
Galapagar,Delitos contra la libertad sexual,2026,Q1,1,2.8057761853138805,Gradient Boosting,Estándar
Galapagar,Delitos contra la libertad sexual,2026,Q2,2,3.242755757435653,Gradient Boosting,Estándar
Galapagar,Delitos contra la libertad sexual,2026,Q3,3,2.8057761853138805,Gradient Boosting,Estándar
Galapagar,Delitos graves y menos graves de lesiones y riña tumultuaria,2026,Q1,1,7.060702542919079,Gradient Boosting,Estándar
Galapagar,Delitos graves y menos graves de lesiones y riña tumultuaria,2026,Q2,2,7.060702542919079,Gradient Boosting,Estándar
Galapagar,Delitos graves y menos graves de lesiones y riña tumultuaria,2026,Q3,3,6.430862175197474,Gradient Boosting,Estándar
Galapagar,Estafas informáticas,2026,Q1,1,130.23476536070217,Gradient Boosting,Estándar
Galapagar,Estafas informáticas,2026,Q2,2,114.46811179045264,Gradient Boosting,Estándar
Galapagar,Estafas informáticas,2026,Q3,3,104.31836786552577,Gradient Boosting,Estándar
Galapagar,Homicidios dolosos y asesinatos consumados,2026,Q1,1,0.0,Mediana móvil 4,Alta incertidumbre
Galapagar,Homicidios dolosos y asesinatos consumados,2026,Q2,2,0.0,Mediana móvil 4,Alta incertidumbre
Galapagar,Homicidios dolosos y asesinatos consumados,2026,Q3,3,0.0,Mediana móvil 4,Alta incertidumbre
Galapagar,Homicidios dolosos y asesinatos en grado tentativa,2026,Q1,1,0.0,Mediana móvil 4,Alta incertidumbre
Galapagar,Homicidios dolosos y asesinatos en grado tentativa,2026,Q2,2,0.0,Mediana móvil 4,Alta incertidumbre
Galapagar,Homicidios dolosos y asesinatos en grado tentativa,2026,Q3,3,0.0,Mediana móvil 4,Alta incertidumbre
Galapagar,Hurtos,2026,Q1,1,41.125244616731536,Gradient Boosting,Estándar
Galapagar,Hurtos,2026,Q2,2,41.125244616731536,Gradient Boosting,Estándar
Galapagar,Hurtos,2026,Q3,3,41.125244616731536,Gradient Boosting,Estándar
Galapagar,Otros ciberdelitos,2026,Q1,1,25.50073840536197,Gradient Boosting,Estándar
Galapagar,Otros ciberdelitos,2026,Q2,2,24.982052554879825,Gradient Boosting,Estándar
Galapagar,Otros ciberdelitos,2026,Q3,3,24.982052554879825,Gradient Boosting,Estándar
Galapagar,Resto de criminalidad convencional,2026,Q1,1,201.28678082999133,Gradient Boosting,Estándar
Galapagar,Resto de criminalidad convencional,2026,Q2,2,195.71490790505385,Gradient Boosting,Estándar
Galapagar,Resto de criminalidad convencional,2026,Q3,3,181.83968868151936,Gradient Boosting,Estándar
Galapagar,Resto de delitos contra la libertad sexual,2026,Q1,1,2.7458041343984534,Gradient Boosting,Estándar
Galapagar,Resto de delitos contra la libertad sexual,2026,Q2,2,2.4965566062033844,Gradient Boosting,Estándar
Galapagar,Resto de delitos contra la libertad sexual,2026,Q3,3,2.7458041343984534,Gradient Boosting,Estándar
Galapagar,Robos con fuerza en domicilios,2026,Q1,1,30.50062927247927,Gradient Boosting,Estándar
Galapagar,Robos con fuerza en domicilios,2026,Q2,2,30.50062927247927,Gradient Boosting,Estándar
Galapagar,Robos con fuerza en domicilios,2026,Q3,3,32.879079920943084,Gradient Boosting,Estándar
Galapagar,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2026,Q1,1,35.87971020675457,Gradient Boosting,Estándar
Galapagar,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2026,Q2,2,32.879079920943084,Gradient Boosting,Estándar
Galapagar,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2026,Q3,3,32.879079920943084,Gradient Boosting,Estándar
Galapagar,Robos con violencia e intimidación,2026,Q1,1,6.253563633076868,Gradient Boosting,Estándar
Galapagar,Robos con violencia e intimidación,2026,Q2,2,5.549279493068877,Gradient Boosting,Estándar
Galapagar,Robos con violencia e intimidación,2026,Q3,3,6.430862175197474,Gradient Boosting,Estándar
Galapagar,Secuestro,2026,Q1,1,0.0,Mediana móvil 4,Alta incertidumbre
Galapagar,Secuestro,2026,Q2,2,0.0,Mediana móvil 4,Alta incertidumbre
Galapagar,Secuestro,2026,Q3,3,0.0,Mediana móvil 4,Alta incertidumbre
Galapagar,Sustracciones de vehículos,2026,Q1,1,1.9090422301810799,Gradient Boosting,Estándar
Galapagar,Sustracciones de vehículos,2026,Q2,2,1.466513630084666,Gradient Boosting,Estándar
Galapagar,Sustracciones de vehículos,2026,Q3,3,2.4153625127947103,Gradient Boosting,Estándar
Galapagar,Tráfico de drogas,2026,Q1,1,2.9710141361621347,Gradient Boosting,Estándar
Galapagar,Tráfico de drogas,2026,Q2,2,2.271346604439703,Gradient Boosting,Estándar
Galapagar,Tráfico de drogas,2026,Q3,3,2.7458041343984534,Gradient Boosting,Estándar
Getafe,Agresión sexual con penetración,2026,Q1,1,3.2154361298209935,Gradient Boosting,Estándar
Getafe,Agresión sexual con penetración,2026,Q2,2,3.652415701942766,Gradient Boosting,Estándar
Getafe,Agresión sexual con penetración,2026,Q3,3,4.09025149485376,Gradient Boosting,Estándar
Getafe,Delitos contra la libertad sexual,2026,Q1,1,15.094257839160258,Gradient Boosting,Estándar
Getafe,Delitos contra la libertad sexual,2026,Q2,2,13.852270968338681,Gradient Boosting,Estándar
Getafe,Delitos contra la libertad sexual,2026,Q3,3,13.852270968338681,Gradient Boosting,Estándar
Getafe,Delitos graves y menos graves de lesiones y riña tumultuaria,2026,Q1,1,12.703832919595046,Gradient Boosting,Estándar
Getafe,Delitos graves y menos graves de lesiones y riña tumultuaria,2026,Q2,2,13.229802473691388,Gradient Boosting,Estándar
Getafe,Delitos graves y menos graves de lesiones y riña tumultuaria,2026,Q3,3,13.229802473691388,Gradient Boosting,Estándar
Getafe,Estafas informáticas,2026,Q1,1,353.02712485685663,Gradient Boosting,Estándar
Getafe,Estafas informáticas,2026,Q2,2,342.26115930329667,Gradient Boosting,Estándar
Getafe,Estafas informáticas,2026,Q3,3,339.2843297398407,Gradient Boosting,Estándar
Getafe,Homicidios dolosos y asesinatos consumados,2026,Q1,1,0.0,Mediana móvil 4,Alta incertidumbre
Getafe,Homicidios dolosos y asesinatos consumados,2026,Q2,2,0.0,Mediana móvil 4,Alta incertidumbre
Getafe,Homicidios dolosos y asesinatos consumados,2026,Q3,3,0.0,Mediana móvil 4,Alta incertidumbre
Getafe,Homicidios dolosos y asesinatos en grado tentativa,2026,Q1,1,0.5,Mediana móvil 4,Alta incertidumbre
Getafe,Homicidios dolosos y asesinatos en grado tentativa,2026,Q2,2,0.75,Mediana móvil 4,Alta incertidumbre
Getafe,Homicidios dolosos y asesinatos en grado tentativa,2026,Q3,3,0.625,Mediana móvil 4,Alta incertidumbre
Getafe,Hurtos,2026,Q1,1,681.3619064872458,Gradient Boosting,Estándar
Getafe,Hurtos,2026,Q2,2,736.5106331639872,Gradient Boosting,Estándar
Getafe,Hurtos,2026,Q3,3,666.9806359287192,Gradient Boosting,Estándar
Getafe,Otros ciberdelitos,2026,Q1,1,35.491699094219925,Gradient Boosting,Estándar
Getafe,Otros ciberdelitos,2026,Q2,2,38.50199438144936,Gradient Boosting,Estándar
Getafe,Otros ciberdelitos,2026,Q3,3,37.98330853096722,Gradient Boosting,Estándar
Getafe,Resto de criminalidad convencional,2026,Q1,1,1091.0048394556839,Gradient Boosting,Estándar
Getafe,Resto de criminalidad convencional,2026,Q2,2,1101.9320892136557,Gradient Boosting,Estándar
Getafe,Resto de criminalidad convencional,2026,Q3,3,1092.468251470517,Gradient Boosting,Estándar
Getafe,Resto de delitos contra la libertad sexual,2026,Q1,1,12.73696002249624,Gradient Boosting,Estándar
Getafe,Resto de delitos contra la libertad sexual,2026,Q2,2,12.687036841544233,Gradient Boosting,Estándar
Getafe,Resto de delitos contra la libertad sexual,2026,Q3,3,13.229802473691388,Gradient Boosting,Estándar
Getafe,Robos con fuerza en domicilios,2026,Q1,1,19.07401502035663,Gradient Boosting,Estándar
Getafe,Robos con fuerza en domicilios,2026,Q2,2,19.394703718310332,Gradient Boosting,Estándar
Getafe,Robos con fuerza en domicilios,2026,Q3,3,23.641612821243633,Gradient Boosting,Estándar
Getafe,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2026,Q1,1,49.31291576327766,Gradient Boosting,Estándar
Getafe,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2026,Q2,2,47.769359449894495,Gradient Boosting,Estándar
Getafe,"Robos con fuerza en domicilios, establecimientos y otras instalaciones",2026,Q3,3,44.33872462437749,Gradient Boosting,Estándar
Getafe,Robos con violencia e intimidación,2026,Q1,1,44.125874902543,Gradient Boosting,Estándar
